"day","mod","dod","deaths","temp_min","temp_max","temp_mean","humidity","wind","NO","NO2","NOX","O3","CO","SO2","PM10","PM25"
2008-10-27,10,27,281,11.2,15.4,13.0791666666667,69.0833333333333,2.32083333333333,0.00858333333333333,0.0232916666666667,0.03175,NA,NA,NA,31.5416666666667,31.5416666666667
2008-10-28,10,28,267,9,12.8,10.8166666666667,66,3.25416666666667,0.007,0.0232083333333333,0.0300833333333333,0.0182916666666667,0.945833333333333,NA,NA,NA
2008-10-29,10,29,301,5.9,21.4,12.6958333333333,58.375,1.925,0.017625,0.0372916666666667,0.0550416666666667,0.0225833333333333,1.45833333333333,NA,45.1666666666667,45.1666666666667
2008-10-30,10,30,292,10,22,14.4916666666667,59.6666666666667,1.8875,0.0177916666666667,0.039375,0.0570416666666667,0.0212083333333333,1.40833333333333,0.009875,54.3333333333333,54.3333333333333
2008-10-31,10,31,266,10.7,22,14.35,58,2.31666666666667,0.0106666666666667,0.02525,0.035875,0.0212916666666667,1.10416666666667,0.00391666666666667,41.5416666666667,41.5416666666667
2008-11-01,11,1,258,8.4,18.5,12.9458333333333,65.1666666666667,1.92083333333333,0.02325,0.0256666666666667,0.049,0.0100833333333333,1.225,0.00920833333333333,35.375,35.375
2008-11-02,11,2,324,8.9,20.6,13.8125,58,1.68095238095238,0.0127916666666667,0.022875,0.0359166666666667,0.0211666666666667,0.975,0.00279166666666667,27.5833333333333,27.5833333333333
2008-11-03,11,3,300,10,21,14.8875,51.3333333333333,1.35833333333333,0.024,0.0354583333333333,0.0593333333333333,NA,NA,0.00758333333333333,47.2083333333333,47.2083333333333
2008-11-04,11,4,333,8.8,22,15.3333333333333,48.5,1.07894736842105,0.0391666666666667,0.0415833333333333,0.080625,0.020875,1.775,0.010375,60.7083333333333,60.7083333333333
2008-11-05,11,5,307,8.8,22.4,15.7291666666667,47.2083333333333,1.00869565217391,0.0326666666666667,0.0440833333333333,0.0765416666666667,NA,NA,0.0108333333333333,73.625,73.625
2008-11-06,11,6,301,9.7,22.4,16.2041666666667,46.9166666666667,1.10833333333333,NA,NA,NA,0.0229583333333333,1.375,0.0131666666666667,74.3333333333333,74.3333333333333
2008-11-07,11,7,281,9.7,22.5,15.9875,50,1.5625,NA,NA,NA,0.024,1.14166666666667,NA,67.625,67.625
2008-11-08,11,8,315,10.1,21.2,15.7208333333333,54.2916666666667,1.3875,0.017625,0.0320416666666667,0.0497083333333333,0.0227083333333333,0.7125,0.004,57.3333333333333,57.3333333333333
2008-11-09,11,9,306,10.3,22.7,16.2291666666667,55.1666666666667,0.92857142857143,0.01725,0.0300833333333333,0.0473333333333333,0.029375,0.941666666666667,0.00525,NA,NA
2008-11-10,11,10,298,11.2,24.3,17.025,54.5416666666667,1.05833333333333,0.0205833333333333,0.0353333333333333,0.0556666666666667,NA,NA,0.007125,70.5833333333333,70.5833333333333
2008-11-11,11,11,294,10.9,25.1,17.6125,50.9166666666667,0.868181818181818,0.0405833333333333,0.0552083333333333,0.0958333333333333,NA,NA,0.009625,NA,NA
2008-11-12,11,12,263,11.7,25,17.8041666666667,50.4583333333333,1.03478260869565,NA,NA,NA,0.0166666666666667,1.86666666666667,0.010125,NA,NA
2008-11-13,11,13,271,10.4,25.1,17.325,42.125,1.3875,0.0434166666666667,0.032375,0.075625,0.0144166666666667,1.2625,0.008125,NA,NA
2008-11-14,11,14,281,9.5,25,14.7555555555556,NA,0.778947368421053,NA,NA,NA,0.0225416666666667,2.125,0.0115,NA,NA
2008-11-15,11,15,269,8,17.1,12.6,56.5,2.9,0.0177083333333333,0.0277916666666667,0.0455833333333333,0.00983333333333333,0.645833333333333,0.00825,NA,NA
