day,temp_min,temp_max,temp_mean,humidity,wind,NO,NO2,NOX,O3,CO,SO2,PM10,PM25
9/8/08,14.3,21.7,16.80833333,79.91666667,1.052380952,NA,NA,NA,0.012833333,1.383333333,0.002041667,30.95833333,30.95833333
9/9/08,15,21.5,17.04166667,83.04166667,0.916666667,NA,NA,NA,0.007791667,2.058333333,0.0045,NA,NA
9/10/08,15.4,23.1,18.55416667,75.04166667,1.175,0.03225,0.036583333,0.068791667,NA,NA,0.004833333,NA,NA
9/11/08,14.1,25.7,19.32916667,66.95833333,1.195833333,0.025333333,0.025083333,0.050291667,0.027833333,1.179166667,NA,NA,NA
9/12/08,15,26,19.70833333,68.625,1.052380952,NA,NA,NA,0.028791667,1.4,0.00225,NA,NA
9/13/08,15.7,24.8,18.70833333,70.95833333,1.395833333,NA,NA,NA,0.019416667,1.254166667,NA,NA,NA
9/14/08,14.3,19.5,16.62083333,73.95833333,1.0625,0.010416667,0.024583333,0.034958333,NA,NA,0.003291667,NA,NA
9/15/08,13.6,20.4,15.525,82.79166667,1.179166667,0.014416667,0.024,0.038291667,NA,NA,0.000125,23.45833333,23.45833333
9/16/08,13.2,18.9,15.975,79,1.841666667,0.011541667,0.013166667,0.024583333,0.011125,0.541666667,0,NA,NA
9/17/08,13.1,20.8,16.62916667,70.625,2.241666667,NA,NA,NA,0.014375,0.645833333,NA,NA,NA
9/18/08,14.1,19.8,16.375,73,2.079166667,0.013833333,0.0185,0.032291667,NA,NA,0.002041667,24.95833333,24.95833333
9/19/08,13.8,22.5,16.66666667,72.33333333,1.933333333,0.0185,0.019625,0.037958333,NA,NA,NA,NA,NA
9/20/08,13.8,21,16.825,70.45833333,2.2875,0.013125,0.017541667,0.03075,0.016583333,0.5,0.000958333,NA,NA
9/21/08,14.2,18.3,15.75833333,77.875,2.4125,NA,NA,NA,0.010166667,0.420833333,0.00025,NA,NA
9/22/08,14,21.3,16.78333333,77.83333333,1.858333333,0.014,0.014708333,0.028541667,NA,NA,0.000333333,NA,NA
9/23/08,15,22.1,17.78333333,70.625,2.204166667,0.011333333,0.012875,0.024041667,0.009291667,0.8875,0.000375,NA,NA
9/24/08,14.5,20.6,17.10416667,74.20833333,2.523809524,NA,NA,NA,0.008041667,0.929166667,4.17E-05,NA,NA
9/25/08,13.1,18.7,15.28333333,83.16666667,2.170833333,0.014333333,0.015833333,0.030291667,0.006791667,1.095833333,0,NA,NA
9/26/08,11.5,18.4,14.62083333,74,1.929166667,0.011041667,0.021291667,0.032291667,0.015916667,0.95,4.17E-05,NA,NA
9/27/08,11.4,19.6,14.87083333,75.95833333,1.625,0.017916667,0.033625,0.051125,0.015375,1.629166667,0.009541667,63.5,63.5
9/28/08,12.1,22.6,16.38333333,63.20833333,2.091666667,0.007791667,0.017208333,0.024958333,0.028625,0.791666667,0.015708333,43.58333333,43.58333333
9/29/08,10.5,22.4,15.2,59.20833333,2.1125,NA,NA,NA,NA,NA,0.011666667,56.33333333,56.33333333
9/30/08,9.7,21.5,14.85,55.91666667,2.308333333,NA,NA,NA,NA,1.066666667,0.004333333,50.875,50.875
10/1/08,8.3,22.2,14.41666667,54.33333333,2.166666667,0.01725,0.03025,0.0475,NA,1.025,0.014416667,52.70833333,52.70833333
10/2/08,11,21.8,15.61666667,52.25,2.241666667,0.010833333,0.026666667,0.037375,0.034833333,0.920833333,0.000416667,NA,NA
10/3/08,9.9,22.3,15.60416667,55.125,1.816666667,0.022416667,0.031125,0.053541667,0.028208333,1.354166667,0.017,57,57
10/4/08,12,22.8,16.37083333,63.125,1.445833333,0.014625,0.030541667,0.045083333,0.026458333,1.191666667,NA,56.66666667,56.66666667
10/5/08,13.9,22.4,17.4125,68.45833333,1.4625,0.007666667,0.021291667,0.028916667,NA,NA,NA,NA,NA
10/6/08,12.4,24.5,17.425,64.875,1.1625,0.029583333,0.033625,0.063125,NA,NA,NA,44.25,44.25
10/7/08,12.9,21.4,16.56666667,73.33333333,2.09047619,0.016958333,0.018416667,0.03525,0.009291667,1.125,0.007916667,30.54166667,30.54166667
10/8/08,13.7,20.6,16.39583333,77.58333333,2.645833333,0.015833333,0.01875,0.0345,NA,NA,0.00025,NA,NA
10/9/08,14,23.5,18.04166667,64.95833333,2.054166667,0.019041667,0.019875,0.038875,NA,1.208333333,0.000208333,NA,NA
10/10/08,13.3,23,17.70833333,66.54166667,1.616666667,0.018416667,0.032166667,0.05025,0.013583333,1.9625,0.018583333,51.29166667,51.29166667
10/11/08,14.7,23.7,18.675,65.875,1.7375,0.019791667,0.023708333,0.043375,0.009833333,1.675,0.021291667,46.66666667,46.66666667
10/12/08,14.7,24.3,17.92083333,71.41666667,1.616666667,0.018583333,0.021708333,0.040291667,0.017666667,1.441666667,0.004875,NA,NA
10/13/08,13.9,23.1,17.6625,61.95833333,2.508333333,0.013291667,0.017041667,0.03025,0.010791667,1.208333333,0.000125,NA,NA
10/14/08,11,22,15.825,58.33333333,1.7,0.0135,0.021041667,0.034583333,0.019666667,1.283333333,5.00E-04,NA,NA
10/15/08,12.3,23.8,16.46190476,NA,1.871428571,0.01575,0.025958333,0.041458333,0.020375,1.520833333,NA,41.875,41.875
10/16/08,14,20,16.53333333,68.45833333,2.429166667,NA,NA,NA,NA,NA,0.000208333,23.125,23.125
10/17/08,13.7,17.4,15.30416667,75.58333333,2.229166667,0.018583333,0.023916667,0.0425,0.006958333,1.220833333,4.17E-05,NA,NA
10/18/08,12.8,16.5,14.27083333,78,2.116666667,0.016208333,0.025333333,0.0415,0.007666667,1.191666667,NA,NA,NA
10/19/08,11.7,17.1,14.07083333,74.875,2.333333333,0.007583333,0.019958333,0.027416667,0.010583333,0.9375,0,17.91666667,17.91666667
10/20/08,11.6,21.5,15.6875,65.75,2.175,NA,NA,NA,0.012583333,1.195833333,0.002583333,NA,NA
10/21/08,9.5,23.2,15.9625,52.70833333,1.252380952,0.03225,0.042416667,0.074666667,0.023916667,1.7125,NA,46.45833333,46.45833333
10/22/08,9.6,23.9,16.31666667,43.75,1.3,0.05,0.049208333,0.099083333,0.020375,1.975,NA,NA,NA
10/23/08,10,22.8,16.13333333,39.125,1.5875,0.028791667,0.035125,0.063875,0.020625,1.620833333,0.0025,NA,NA
10/24/08,12.1,23.4,16.62083333,52.45833333,1.670833333,0.030458333,0.035375,0.065416667,0.016833333,1.545833333,0.018708333,65.66666667,65.66666667
10/25/08,10,24.2,16.725,38.20833333,1.479166667,0.034375,0.037041667,0.07125,0.02025,1.625,0.009541667,53.04166667,53.04166667
10/26/08,9.2,24.6,16.35416667,41.41666667,1.70952381,0.016208333,0.030916667,0.047166667,0.026,1.4125,0.019041667,48.29166667,48.29166667
10/27/08,11.2,15.4,13.07916667,69.08333333,2.320833333,0.008583333,0.023291667,0.03175,NA,NA,NA,31.54166667,31.54166667
10/28/08,9,12.8,10.81666667,66,3.254166667,0.007,0.023208333,0.030083333,0.018291667,0.945833333,NA,NA,NA
10/29/08,5.9,21.4,12.69583333,58.375,1.925,0.017625,0.037291667,0.055041667,0.022583333,1.458333333,NA,45.16666667,45.16666667
10/30/08,10,22,14.49166667,59.66666667,1.8875,0.017791667,0.039375,0.057041667,0.021208333,1.408333333,0.009875,54.33333333,54.33333333
10/31/08,10.7,22,14.35,58,2.316666667,0.010666667,0.02525,0.035875,0.021291667,1.104166667,0.003916667,41.54166667,41.54166667
11/1/08,8.4,18.5,12.94583333,65.16666667,1.920833333,0.02325,0.025666667,0.049,0.010083333,1.225,0.009208333,35.375,35.375
11/2/08,8.9,20.6,13.8125,58,1.680952381,0.012791667,0.022875,0.035916667,0.021166667,0.975,0.002791667,27.58333333,27.58333333
11/3/08,10,21,14.8875,51.33333333,1.358333333,0.024,0.035458333,0.059333333,NA,NA,0.007583333,47.20833333,47.20833333
11/4/08,8.8,22,15.33333333,48.5,1.078947368,0.039166667,0.041583333,0.080625,0.020875,1.775,0.010375,60.70833333,60.70833333
11/5/08,8.8,22.4,15.72916667,47.20833333,1.008695652,0.032666667,0.044083333,0.076541667,NA,NA,0.010833333,73.625,73.625
11/6/08,9.7,22.4,16.20416667,46.91666667,1.108333333,NA,NA,NA,0.022958333,1.375,0.013166667,74.33333333,74.33333333
11/7/08,9.7,22.5,15.9875,50,1.5625,NA,NA,NA,0.024,1.141666667,NA,67.625,67.625
11/8/08,10.1,21.2,15.72083333,54.29166667,1.3875,0.017625,0.032041667,0.049708333,0.022708333,0.7125,0.004,57.33333333,57.33333333
11/9/08,10.3,22.7,16.22916667,55.16666667,0.928571429,0.01725,0.030083333,0.047333333,0.029375,0.941666667,0.00525,NA,NA
11/10/08,11.2,24.3,17.025,54.54166667,1.058333333,0.020583333,0.035333333,0.055666667,NA,NA,0.007125,70.58333333,70.58333333
11/11/08,10.9,25.1,17.6125,50.91666667,0.868181818,0.040583333,0.055208333,0.095833333,NA,NA,0.009625,NA,NA
11/12/08,11.7,25,17.80416667,50.45833333,1.034782609,NA,NA,NA,0.016666667,1.866666667,0.010125,NA,NA
11/13/08,10.4,25.1,17.325,42.125,1.3875,0.043416667,0.032375,0.075625,0.014416667,1.2625,0.008125,NA,NA
11/14/08,9.5,25,14.75555556,NA,0.778947368,NA,NA,NA,0.022541667,2.125,0.0115,NA,NA
11/15/08,8,17.1,12.6,56.5,2.9,0.017708333,0.027791667,0.045583333,0.009833333,0.645833333,0.00825,NA,NA
11/16/08,7.5,19.2,11.84166667,61.5,1.783333333,0.009958333,0.02875,0.038833333,0.023083333,0.383333333,0.008666667,NA,NA
11/17/08,6.1,20.4,12.30416667,58.25,1.766666667,0.016291667,0.028541667,0.044708333,0.016083333,0.5,0.02625,NA,NA
11/18/08,5.7,19.3,11.08333333,52.33333333,2.054166667,0.023791667,0.030291667,0.054208333,NA,NA,0.023125,NA,NA
11/19/08,5.1,18.3,10.56666667,56.25,1.716666667,0.014291667,0.035333333,0.049458333,0.018083333,0.6,NA,NA,NA
11/20/08,4.5,19.7,11.26666667,57.08333333,1.658333333,0.03175,0.040666667,0.072541667,0.015,0.941666667,0.020416667,NA,NA
11/21/08,8.1,15.2,11.27083333,65.45833333,2.3375,0.020166667,0.026333333,0.04625,0.007625,0.479166667,NA,NA,NA
11/22/08,6,18.3,11.55416667,63.75,1.9,0.018708333,0.024166667,0.04275,0.012958333,0.508333333,NA,NA,NA
11/23/08,6.8,19.4,12.62916667,61.625,0.945833333,0.014208333,0.032333333,0.046416667,0.021083333,0.679166667,0.018916667,NA,NA
11/24/08,6.5,22,13.51666667,60.75,1.957142857,0.020666667,0.036166667,0.05675,NA,0.7375,0.029958333,NA,NA
11/25/08,11.1,17.6,13.29583333,61.41666667,1.658333333,0.012375,0.023916667,0.036208333,NA,0.366666667,NA,NA,NA
11/26/08,7.5,21.6,14.15833333,59.83333333,0.925,NA,NA,NA,0.022916667,1.5375,NA,NA,NA
11/27/08,8.5,22.8,15.70416667,44.41666667,1.255555556,0.049958333,0.047583333,0.097458333,NA,NA,0.015875,NA,NA
11/28/08,8.8,22.4,15.64166667,46.25,0.7375,0.048958333,0.062625,0.111416667,0.022625,2.645833333,0.014083333,NA,NA
11/29/08,9.6,23.8,16.275,50.04166667,1.220833333,0.044666667,0.036041667,0.0805,0.021208333,1.908333333,0.01025,NA,NA
11/30/08,9.3,23.2,15.42083333,41.875,1.283333333,0.028666667,0.0275,0.056208333,0.019708333,1.145833333,0.006083333,NA,NA
12/1/08,8.5,19.8,13.96666667,52.29166667,1.416666667,0.033375,0.043583333,0.076875,0.024541667,1.3375,NA,NA,NA
12/2/08,8.1,19.8,12.90416667,47.75,1.375,0.021958333,0.049541667,0.071416667,0.020583333,1.2125,NA,NA,NA
12/3/08,6.2,21.7,13.53333333,39.625,0.95,NA,NA,NA,NA,NA,0.009458333,NA,NA
12/4/08,7.9,20.9,13.62083333,49.79166667,1.358333333,0.03475,0.051833333,0.086333333,0.024375,1.570833333,0.006833333,NA,NA
12/5/08,6.3,20.9,13.23333333,49.91666667,0.942857143,0.054916667,0.062916667,0.117708333,0.017458333,1.358333333,0.01925,NA,NA
12/6/08,7.5,21,14.1625,47.33333333,1.129166667,0.036458333,0.051125,0.087375,NA,NA,0.014625,NA,NA
12/7/08,7.8,20.9,14.05833333,47.95833333,1.1625,0.014208333,0.040083333,0.053875,0.022833333,0.891666667,0.0035,NA,NA
12/8/08,9.1,21.6,15.0375,51.45833333,0.820833333,0.048083333,0.048958333,0.096833333,0.021166667,1.716666667,0.003,NA,NA
12/9/08,8.8,22.8,15.07916667,48.79166667,1.238095238,NA,NA,NA,NA,NA,NA,NA,NA
12/10/08,7.8,24.6,14.73333333,41.91666667,1.325,NA,NA,NA,0.016833333,2.141666667,NA,NA,NA
12/11/08,6.6,20.1,13.05416667,36.79166667,1.295833333,0.051625,0.062791667,0.114458333,0.01775,1.491666667,0.041708333,NA,NA
12/12/08,6.2,20.5,12.90416667,36.91666667,0.995238095,NA,NA,NA,0.021833333,1.0875,0.028166667,NA,NA
12/13/08,6.2,22.2,13.65416667,46.41666667,0.716666667,0.058458333,0.067375,0.125625,0.029916667,1.758333333,0.022333333,NA,NA
12/14/08,8.2,23.7,15.10833333,49.33333333,0.570833333,0.040291667,0.06525,0.10525,0.03225,2.058333333,0.006125,NA,NA
12/15/08,8,24,15.92083333,33.08333333,1.066666667,0.035166667,0.052875,0.087708333,0.021625,1.9625,0.009625,NA,NA
12/16/08,7.4,23.3,14.87083333,29.875,0.511764706,0.059166667,0.073333333,0.132375,NA,NA,0.0145,NA,NA
12/17/08,7.7,23.2,15.02083333,39.875,0.657142857,NA,NA,NA,NA,NA,NA,NA,NA
12/18/08,8.6,16.5,11.18181818,NA,1.042857143,0.066458333,0.06325,0.129666667,NA,NA,NA,NA,NA
12/19/08,NA,NA,NA,NA,1.404166667,0.055416667,0.048625,0.104,NA,NA,0.005041667,NA,NA
12/20/08,NA,NA,NA,NA,0.99047619,0.059541667,0.067291667,0.126666667,0.023083333,2.133333333,0.008416667,NA,NA
12/21/08,NA,NA,NA,NA,1.575,0.028166667,0.04775,0.075875,0.018791667,1.545833333,0.009041667,NA,NA
12/22/08,NA,NA,NA,NA,1.166666667,0.021416667,0.049625,0.070708333,NA,NA,NA,NA,NA
12/23/08,NA,NA,NA,NA,1.252380952,0.048041667,0.050791667,0.098416667,0.015666667,2.233333333,0.005291667,NA,NA
12/24/08,7.6,20.2,13.8125,43.625,1.0875,0.032416667,0.052708333,0.084875,0.022208333,1.920833333,0.004583333,NA,NA
12/25/08,7,19.9,13.44583333,44.125,1.1,0.003041667,0.038791667,0.040958333,0.033125,1.258333333,0.000666667,NA,NA
12/26/08,7.2,21.4,14.09166667,41.20833333,1.154166667,0.021916667,0.043833333,0.064958333,0.016333333,1.983333333,0.001666667,NA,NA
12/27/08,7.4,22.3,14.72916667,41.95833333,1.125,0.045541667,0.036458333,0.081833333,NA,NA,0.000666667,NA,NA
12/28/08,8,22.2,14.75416667,45.08333333,1.291666667,0.01325,0.038291667,0.051166667,0.02425,1.554166667,5.00E-04,NA,NA
12/29/08,8.8,19.4,13.15416667,62.95833333,1.870833333,0.012875,0.025791667,0.038291667,0.013625,0.858333333,0.020291667,NA,NA
12/30/08,7.7,19.9,13.79166667,56.83333333,1.391666667,0.028666667,0.035541667,0.064,0.015333333,1.5625,0.006291667,NA,NA
12/31/08,9.2,19.9,14.61666667,48.58333333,1.358333333,0.018,0.0365,0.054041667,0.017791667,1.520833333,NA,NA,NA
