"text","created","longitude","latitude","tag"
"#prayforparis #prayforworld #PRAY #torreeiffel @ Paris, France https://t.co/Lj4mP6DT2U",2015-11-14 21:09:09,2.3508,48.8567,"#PrayForParis"
"#prayforparis #prayforworld  #PRAY #torreeiffel @ Paris, France https://t.co/63O6F7TH6r",2015-11-14 21:07:40,2.3508,48.8567,"#PrayForParis"
"Light shall overcome.  #Paris #prayforparis  #effletower (2013). @ The Eiffel Tower / La Tour Eiffel https://t.co/BU1zLwzvXm",2015-11-14 21:03:09,2.2939882,48.85800323,"#PrayForParis"
"#prayforparis #seesomethingsaysomething  #pray #paris #memories #oldfriends @ Paris, France https://t.co/q7hDOHxiOE",2015-11-14 21:02:30,2.3508,48.8567,"#PrayForParis"
"#prayforparis Ì†ºÌ∑´Ì†ºÌ∑∑ @ Effiel tower https://t.co/RKtx5LBpe9",2015-11-14 21:02:07,2.2945,48.85822222,"#PrayForParis"
"My heart is with Paris! #prayforparis Ì†ºÌ∑´Ì†ºÌ∑∑ @ Paris, France https://t.co/C7hbgLHVid",2015-11-14 21:01:33,2.3508,48.8567,"#PrayForParis"
"Stay With My French #prayforparis #parisattacks #porteouverte #france #riphumanity #liberte #egalit√©‚Ä¶ https://t.co/9DH5diHmyz",2015-11-14 21:00:49,2.3508,48.8567,"#PrayForParis"
"RT @Paty_Margot: #PrayForParis Ì†ΩÌπèÌ†ºÌøº @ Paris, France https://t.co/UtoCX3rysJ",2015-11-14 21:00:41,NA,NA,"#PrayForParis"
"I'm sad 
#prayforparis @ Paris, France https://t.co/2qCImamNOH",2015-11-14 20:59:31,2.3508,48.8567,"#PrayForParis"
"Lights off.. but still pretty! Ì†ΩÌ∏ç #prayforparis  #travellingMissAs #eurotrip2015 #exploringFrance @‚Ä¶ https://t.co/OPONmlFWpi",2015-11-14 20:58:53,2.3346539,48.9012525,"#PrayForParis"
"As√≠ la quiero #prayforparis @ Effiel tower https://t.co/0bp4cPqfRr",2015-11-14 20:57:45,2.2945,48.85822222,"#PrayForParis"
"#prayforparis ‚òùÔ∏è‚ú®Ì†ΩÌπå @ Paris, France https://t.co/ebZfixUttu",2015-11-14 20:57:44,2.3508,48.8567,"#PrayForParis"
"Paname c'est la Champion League  Ì†ΩÌπèÌ†ºÌøæ‚ú®Ì†ºÌøÜÌ†ΩÌ±äÌ†ºÌøæ. #prayforparis Ì†ΩÌ≤ó @ Paris, France https://t.co/ZQRj6BRULh",2015-11-14 20:56:19,2.3508,48.8567,"#PrayForParis"
"Tiara loved Paris Ì†ºÌ∑´Ì†ºÌ∑∑ #prayforparis #paris #france @ Effiel tower https://t.co/be5pXwO6jl",2015-11-14 20:55:50,2.2945,48.85822222,"#PrayForParis"
"Scattata tempo fa... la dedico a tutte le vittime della strage di Parigi.

HASHTAGS:
#prayforparis‚Ä¶ https://t.co/tjlBuMNHvT",2015-11-14 20:55:07,2.3508,48.8567,"#PrayForParis"
"#prayforparis Ì†ºÌ∑´Ì†ºÌ∑∑Ì†ΩÌ∑º @ Paris, France https://t.co/yswnV9ONZx",2015-11-14 20:54:34,2.3508,48.8567,"#PrayForParis"
"#prayforparis #peace #notafraid #rip @ Paris, France https://t.co/VBEGhhME5R",2015-11-14 20:53:23,2.3508,48.8567,"#PrayForParis"
"Ì†ºÌ∑´Ì†ºÌ∑∑ #prayforparis #paris #france @ Tour Eiffel https://t.co/3QF2W9Byyp",2015-11-14 20:53:09,2.29811714,48.8590256,"#PrayForParis"
"Incre√≠ble lo acontecido ayer :( #prayforparis #paris #france #sad #help #stoprebels Ì†ΩÌ∏¢Ì†ΩÌπè @ Paris, France https://t.co/PMTXZjjjOZ",2015-11-14 20:52:55,2.3508,48.8567,"#PrayForParis"
"#prayforparis Ì†ºÌ∑´Ì†ºÌ∑∑ @ Paris, France https://t.co/6LplHLCHyN",2015-11-14 20:52:48,2.3508,48.8567,"#PrayForParis"
"#prayforparis #prayersforparis #worldpeace #dontletthebadguyswin #oneworld @ Paris, √éle-de-France,‚Ä¶ https://t.co/QHZaH8j8Ur",2015-11-14 20:50:49,2.3508,48.8567,"#PrayForParis"
"#prayforparis #france @ Paris, France https://t.co/fxsWvbomdp",2015-11-14 20:49:42,2.3508,48.8567,"#PrayForParis"
"Ì†ΩÌπè #PrayForParis ""Cuando la ciudad de la luz se apaga, el mundo entero se ilumina para ella."" ‚ù§‚Ä¶ https://t.co/KZQIFo6er8",2015-11-14 20:49:24,2.3508,48.8567,"#PrayForParis"
"#prayforparis #eiffeltower #toureiffel #champdemars #vscocam Ì†ºÌ∑´Ì†ºÌ∑∑ @ Tour Eiffel https://t.co/kuwUS5CBmC",2015-11-14 20:48:46,2.29811714,48.8590256,"#PrayForParis"
"#prayforparis #13novembre2015 #paris2015 #parisattacks #Paris @ Paris, France https://t.co/VeA3IkSg3b",2015-11-14 20:48:26,2.3508,48.8567,"#PrayForParis"
"#prayforparis #jesuisparis #todosconparis #kill #themurderers acabemos con los terroristas, que est√°n‚Ä¶ https://t.co/kEXQ7Yp7Uw",2015-11-14 20:48:07,2.29281503,48.82107548,"#PrayForParis"
"#p #paris #peace #prayforparis #parisattacks @ Eglise Saint-Eustache https://t.co/xbdNyIcRFW",2015-11-14 20:48:01,2.34514143,48.86312977,"#PrayForParis"
"#prayforparis #keepsafeparis @ Paris, France https://t.co/LlbU8seHZm",2015-11-14 20:47:57,2.3508,48.8567,"#PrayForParis"
"Still speechless. #prayforparis #bataclan #stadedefrance #paris10 #paris11 #nomoreviolence‚Ä¶ https://t.co/zFSyRI4od3",2015-11-14 20:46:49,2.3508,48.8567,"#PrayForParis"
"Always in our thoughts. #prayforparis @ Tour Eiffel https://t.co/0e0c345Tyw",2015-11-14 20:45:21,2.29811714,48.8590256,"#PrayForParis"
"La #France se rel√®ve toujours.Ì†ΩÌµØÌ†ºÌ∑´Ì†ºÌ∑∑#prayforparis #Paris @ Paris, √éle-de-France, France https://t.co/qAki1635vE",2015-11-14 20:44:53,2.3508,48.8567,"#PrayForParis"
"When Paris turned out its lights, the rest of the world turned them on. #prayforparisÌ†ºÌ∑´Ì†ºÌ∑∑ Thanks to the‚Ä¶ https://t.co/QPtYqTh7Hr",2015-11-14 20:44:42,2.3508,48.8567,"#PrayForParis"
"#prayforparis @ Le Bataclan Paris https://t.co/EbUkV0xoCf",2015-11-14 20:43:38,2.33673271,48.8168519,"#PrayForParis"
"La libert√© guidant le peuple - mus√©e du Louvre Ì†ºÌ∑´Ì†ºÌ∑∑ #prayforparis @ Mus√©e du Louvre https://t.co/UrhASuOMgF",2015-11-14 20:42:12,2.33529121,48.86148756,"#PrayForParis"
"#PrayForParis Ì†ΩÌ≤ú @ France https://t.co/NVZZFm1oJ4",2015-11-14 20:41:46,2.35083333,48.85666667,"#PrayForParis"
"#PrayForParis 
#France
#fluerdelis 
#Paris
#jesuisparis
#cigar #cigars #cigarporn #memycigars #kuwait‚Ä¶ https://t.co/2qlMXsv38m",2015-11-14 20:41:45,2.35197092,48.84766947,"#PrayForParis"
"#prayforparis  Ì†ΩÌ∏¢notre esprit, corps et √¢me avec vous‚ù§Ô∏è @ Francia, Paris,‚Ä¶ https://t.co/ZPWzrqyqoQ",2015-11-14 20:40:48,2.29281503,48.82107548,"#PrayForParis"
"RT @degodoiamanda: Ahhh ma Paris.. Je T'aime beaucoup! Ì†ΩÌ∏™
Je suis troup triste av√®c tout √ßa.. 
#Prayforparis‚Ä¶ https://t.co/TlX01jChjM",2015-11-14 20:39:57,NA,NA,"#PrayForParis"
"#prayforparis ‚ù§Ô∏è @ Paris, √éle-de-France, France https://t.co/yuptfqwVmc",2015-11-14 20:39:46,2.3508,48.8567,"#PrayForParis"
"RT @MarineDlcb: Demain. #prayforparis @ Paris, France https://t.co/A3HNMzAClu",2015-11-14 20:39:25,NA,NA,"#PrayForParis"
"Demain. #prayforparis @ Paris, France https://t.co/A3HNMzAClu",2015-11-14 20:38:46,2.3508,48.8567,"#PrayForParis"
"Ì†ΩÌπèÌ†ºÌøª #prayforparis #parisjetaime #parisforever #paris #france @ Paris, France https://t.co/tPKMMOoFfC",2015-11-14 20:36:51,2.3508,48.8567,"#PrayForParis"
"Hoy todos estamos en Par√≠s y con Francia...
#prayforparis #prayfortheworld @ Paris, France https://t.co/fm9GYC3q42",2015-11-14 20:36:29,2.3508,48.8567,"#PrayForParis"
"#prayforparis Ì†ºÌ∑´Ì†ºÌ∑∑ @ Paris, France https://t.co/1OEJaW04wc",2015-11-14 20:35:42,2.3508,48.8567,"#PrayForParis"
"RT @paxlst: 2015 Ì†ΩÌ¥´ #prayforparis @ Paris, France https://t.co/CYPhMAyT2i",2015-11-14 20:35:28,NA,NA,"#PrayForParis"
"#paris #jesuischarlie #jesuisparis #peaceforparis #prayforparis @ Paris, France https://t.co/Fex5re6K9R",2015-11-14 20:34:20,2.3508,48.8567,"#PrayForParis"
"Vuestras guerras son nuestros muertos.. #PrayForParis Ì†ΩÌπè @ Je suis Paris https://t.co/f44Dq41yJl",2015-11-14 20:34:13,2.3508,48.8567,"#PrayForParis"
"RT @VictoriaBH: #PRAYFORPARIS Ì†ºÌ∑´Ì†ºÌ∑∑ @ Tour Eiffel https://t.co/yXpi45Varj",2015-11-14 20:33:34,NA,NA,"#PrayForParis"
"My trip to Paris that inspired me to keep on traveling Ì†ºÌ∑´Ì†ºÌ∑∑ #PeaceforParis #PrayforParis #travel‚Ä¶ https://t.co/QzepfHdq2K",2015-11-14 20:32:41,2.34812112,48.85403318,"#PrayForParis"
"missing this beautiful city Ì†ΩÌ∏• #prayforparis @ Paris, France https://t.co/FtAqwV4Y0K",2015-11-14 20:32:29,2.3508,48.8567,"#PrayForParis"
"NO. I won't #prayForParis. I will stand. And live. And fight. I refuse to bend under #terror. I want‚Ä¶ https://t.co/eieRKwoZQ4",2015-11-14 20:32:06,2.348138,48.843221,"#PrayForParis"
"#PrayForParis Ì†ºÌ∑´Ì†ºÌ∑∑ @ Paris, France https://t.co/C1wA2eHx2a",2015-11-14 20:31:45,2.3508,48.8567,"#PrayForParis"
"#PrayForParis Ì†ΩÌ∑ºÌ†ΩÌπè @ Paris, France https://t.co/ax47piKHbp",2015-11-14 20:31:23,2.3508,48.8567,"#PrayForParis"
"Tb to Paris #prayforparis @ Paris, France https://t.co/qj0Mxrzw1J",2015-11-14 20:31:17,2.3508,48.8567,"#PrayForParis"
"We stand with #Paris. #prayforpeace #prayforparisÌ†ºÌ∑´Ì†ºÌ∑∑ @ Paris, France https://t.co/AkmZITWYR9",2015-11-14 20:30:17,2.3508,48.8567,"#PrayForParis"
"My thoughts are with my favourite city Paris, France. #prayforparis @ Paris, France https://t.co/5lfUA5krEF",2015-11-14 20:29:57,2.3508,48.8567,"#PrayForParis"
"One of my favorite places! #iloveparis #prayforparis #jesuisparis @ Tour Eiffel https://t.co/Jjn56L2xAI",2015-11-14 20:29:43,2.29811714,48.8590256,"#PrayForParis"
"#PrayForParis Ì†ºÌ∑´Ì†ºÌ∑∑ 

Help by making a generous donation to the friends and‚Ä¶ https://t.co/3BdwyrJdSt",2015-11-14 20:29:41,2.35197092,48.84766947,"#PrayForParis"
"Thoughts and prayers are with you Ì†ºÌ∑´Ì†ºÌ∑∑ #prayforparis #Paris #eiffeltower #Brutallic @ Tour Eiffel https://t.co/cC50Zrrlcd",2015-11-14 20:29:21,2.29811714,48.8590256,"#PrayForParis"
"Ì†ΩÌ∑º #PrayforParis @ Bd de Charonne https://t.co/h7Km6G1XnZ",2015-11-14 20:29:05,2.39726803,48.85298015,"#PrayForParis"
"RT @ElvisandrusSS1: #prayforparis @ The Eiffel Tower / La Tour Eiffel https://t.co/gmodjGJTyV",2015-11-14 20:28:52,NA,NA,"#PrayForParis"
"L'union fait la force‚ù§Ô∏è #noussommesunisÌ†ºÌ∑´Ì†ºÌ∑∑ #prayforparis @ Paris, France https://t.co/imRAE07X0o",2015-11-14 20:28:36,2.3508,48.8567,"#PrayForParis"
"#prayforparis #prayfortheworld @ The Eiffel Tower / La Tour Eiffel https://t.co/AyWEFPPfu1",2015-11-14 20:28:16,2.2939882,48.85800323,"#PrayForParis"
"peace
.
#jesuisparis #jesuisparisien #prayforparis #stopterrorism #peace #paris #france @ Paris, France https://t.co/mckX71VC4H",2015-11-14 20:28:03,2.3508,48.8567,"#PrayForParis"
"#prayforparis Hoy es un buen d√≠a como otro cualquiera para recordar esa especial visita solo hace un‚Ä¶ https://t.co/SuWzKH0etZ",2015-11-14 20:27:49,2.3508,48.8567,"#PrayForParis"
"We love you, Paris! #prayforParis @ Arc de Triomphe https://t.co/tFmbb4U7jo",2015-11-14 20:27:03,2.295,48.8738,"#PrayForParis"
"#prayforparis Ì†ºÌºë ÌÆπÌ≥ß @ Paris, France https://t.co/g3m087Rxf0",2015-11-14 20:26:08,2.3508,48.8567,"#PrayForParis"
"Ì†ºÌ∑´Ì†ºÌ∑∑Ì†ΩÌ∑º#prayforparis #france #torreeiffel  #yoestuveahi @ Torre Eiffel https://t.co/IKIqLd5j9v",2015-11-14 20:25:55,2.3346539,48.9012525,"#PrayForParis"
"¬´imagine all the people living life in peace.¬ª

#prayforparis Ì†ΩÌπèÌ†ºÌøºÌ†ºÌ∑´Ì†ºÌ∑∑ @ Op√©ra Garnier https://t.co/bGbdMrEugi",2015-11-14 20:24:40,2.33254,48.8707008,"#PrayForParis"
"RT @NicoURG: #PrayForParis Ì†ºÌ∑´Ì†ºÌ∑∑ #TodosSomosParis Ì†ΩÌπèÌ†ºÌøΩ @ Francia, Paris, Tour Eiffel https://t.co/CHwAJursOE",2015-11-14 20:24:20,NA,NA,"#PrayForParis"
"#prayforparis @ Paris, France https://t.co/LGfRrqUIcq",2015-11-14 20:23:51,2.3508,48.8567,"#PrayForParis"
"Pens√©e aux victimes et √† leurs familles #prayforparis‚Ä¶ https://t.co/sIvPFWPBri",2015-11-14 20:22:27,2.30956066,48.84352729,"#PrayForParis"
"RT @VanilleYT: Notre France. #prayforparis @ Paris, France https://t.co/XJblDYXbyX",2015-11-14 20:22:13,NA,NA,"#PrayForParis"
"Pray For Paris 13 Novembre 2015 #attentat #rip #prayforparis #instalike @ Paris, France https://t.co/LjI48aZEq1",2015-11-14 20:22:09,2.3508,48.8567,"#PrayForParis"
"May Humanity rest in peace #PrayForParis @ Paris, France https://t.co/93DOK670eh",2015-11-14 20:22:03,2.3508,48.8567,"#PrayForParis"
"Ì†ΩÌ±ºÌ†ºÌøºPray for ParisÌ†ΩÌ±ºÌ†ºÌøºÌ†ºÌ∑´Ì†ºÌ∑∑‚ù§Ô∏è #NeverForget #prayforparis #nowords #staystrong @‚Ä¶ https://t.co/Y4n1PzWWcj",2015-11-14 20:21:53,2.2945,48.85822222,"#PrayForParis"
"La esperanza prospera aun bajo las condiciones m√°s inadecuadas. Ì†ºÌ∑´Ì†ºÌ∑∑Ì†ΩÌ±å
#prayforparis #pillalonuevo‚Ä¶ https://t.co/mD5cEKwcEb",2015-11-14 20:21:20,2.3346539,48.9012525,"#PrayForParis"
"Ì†ΩÌπèÌ†ºÌøø 4 Ì†ºÌ∑´Ì†ºÌ∑∑ | #prayforparis @ Tour Eiffel https://t.co/cswiaODJOD",2015-11-14 20:21:04,2.29811714,48.8590256,"#PrayForParis"
"La libert√© c'est s'exprimer √† plusieurs. Donc ce soir. Je m'exprime. #Paris #prayforparis‚Ä¶ https://t.co/4zduH3Kxjr",2015-11-14 20:20:45,2.34973561,48.88198106,"#PrayForParis"
"#prayforparis #parisattacks   Ì†ΩÌ≤ôÌ†ΩÌµä‚ù§Ô∏è @ Bd Hausmann https://t.co/vrrr9d9bTi",2015-11-14 20:20:27,2.3258864,48.87425223,"#PrayForParis"
"#prayforparis Ì†ºÌ∑´Ì†ºÌ∑∑ @ Cath√©drale Notre-Dame de Paris https://t.co/Orlg7mpF6W",2015-11-14 20:20:14,2.34812112,48.85403318,"#PrayForParis"
"#prayforparis #prayforpeace #prayforresolution #global_family @ Paris, France https://t.co/83z15YOabj",2015-11-14 20:20:03,2.3508,48.8567,"#PrayForParis"
"Peace Dove #prayforparis @ Paris, France https://t.co/IJwo9HbGlW",2015-11-14 20:19:57,2.3508,48.8567,"#PrayForParis"
"I will continue to #prayforparisÌ†ºÌ∑´Ì†ºÌ∑∑ @ The River Seine https://t.co/yzNX2Y9FGC",2015-11-14 20:19:43,2.30278087,48.86060247,"#PrayForParis"
"memories. #prayforparis @ Le Bataclan https://t.co/hgJOerWJb5",2015-11-14 20:19:33,2.3708701,48.863121,"#PrayForParis"
"RT @R0mdak: U2 est pass√© sur le site du Bataclan d√©poser une gerbe de fleurs. Beau geste Ì†ºÌ∑´Ì†ºÌ∑∑ #prayforparis‚Ä¶ https://t.co/YbgmmlThUA",2015-11-14 20:18:56,NA,NA,"#PrayForParis"
"#prayforparis . I'm #Belgian but #today my #heart is #French . #thanks #God my #bestfriend is #alive‚Ä¶ https://t.co/n7bQoPXYCE",2015-11-14 20:18:47,2.3508,48.8567,"#PrayForParis"
"RT @AxelleEparvier: Ì†ºÌ∑´Ì†ºÌ∑∑‚úäÌ†ºÌøª‚ô•Ô∏è
#UneBougiePourParis #prayforparis #parisjetaime @ Paris, France https://t.co/PZEoOqt5T0",2015-11-14 20:18:34,NA,NA,"#PrayForParis"
"#Paris #prayforparis #canoneos100d @ Tour Eiffel https://t.co/cqCdp8CUjh",2015-11-14 20:18:05,2.29811714,48.8590256,"#PrayForParis"
"RT @VanilleYT: Notre France. #prayforparis @ Paris, France https://t.co/XJblDYXbyX",2015-11-14 20:17:38,NA,NA,"#PrayForParis"
"RT @VanilleYT: Notre France. #prayforparis @ Paris, France https://t.co/XJblDYXbyX",2015-11-14 20:16:54,NA,NA,"#PrayForParis"
"RT @Miz_Kitzy_Queen: Libert√©, √âgalit√©, Fraternit√© #prayforparis #paris #jesuisparis #parisienne Ì†ºÌ∑´Ì†ºÌ∑∑Ì†ºÌ∑´Ì†ºÌ∑∑Ì†ºÌ∑´Ì†ºÌ∑∑Ì†ºÌ∑´Ì†ºÌ∑∑Ì†ºÌ∑´Ì†ºÌ∑∑Ì†ºÌ∑´Ì†ºÌ∑∑Ì†ºÌ∑´Ì†ºÌ∑∑Ì†ºÌ∑´Ì†ºÌ∑∑Ì†ºÌ∑´Ì†ºÌ∑∑Ì†ºÌ∑´Ì†ºÌ∑∑Ì†ºÌ∑´Ì†ºÌ∑∑Ì†ºÌ∑´Ì†ºÌ∑∑ @‚Ä¶ https://t.co/oG‚Ä¶",2015-11-14 20:16:44,NA,NA,"#PrayForParis"
"Ì†ΩÌπèÌ†ºÌøæ Ì†ΩÌ∑º Ì†ºÌ∑´Ì†ºÌ∑∑
#PrayForParis #111315 @ Paris, France https://t.co/dlPz1yDNU0",2015-11-14 20:16:13,2.3508,48.8567,"#PrayForParis"
"Libert√©, √âgalit√©, Fraternit√© #prayforparis #paris #jesuisparis #parisienne Ì†ºÌ∑´Ì†ºÌ∑∑Ì†ºÌ∑´Ì†ºÌ∑∑Ì†ºÌ∑´Ì†ºÌ∑∑Ì†ºÌ∑´Ì†ºÌ∑∑Ì†ºÌ∑´Ì†ºÌ∑∑Ì†ºÌ∑´Ì†ºÌ∑∑Ì†ºÌ∑´Ì†ºÌ∑∑Ì†ºÌ∑´Ì†ºÌ∑∑Ì†ºÌ∑´Ì†ºÌ∑∑Ì†ºÌ∑´Ì†ºÌ∑∑Ì†ºÌ∑´Ì†ºÌ∑∑Ì†ºÌ∑´Ì†ºÌ∑∑ @‚Ä¶ https://t.co/oGYosOe5a0",2015-11-14 20:16:05,2.32520936,48.89157574,"#PrayForParis"
"Notre France. #prayforparis @ Paris, France https://t.co/XJblDYXbyX",2015-11-14 20:15:37,2.3508,48.8567,"#PrayForParis"
"#prayforparis @ Paris, France https://t.co/CLPclvLV1O",2015-11-14 20:14:38,2.3508,48.8567,"#PrayForParis"
"#PrayForParis @ Paris, France https://t.co/JNyEcPVDtf",2015-11-14 20:14:23,2.3508,48.8567,"#PrayForParis"
"#PrayforparisÌ†ºÌ∑´Ì†ºÌ∑∑ @ Paris, France https://t.co/pyCpZKy92t",2015-11-14 20:14:17,2.3508,48.8567,"#PrayForParis"
"RT @vincentmoustach: I'M OK BUT I'M NOT OK

#Parisvousaime . STOP WAR . #PrayforParis . KEEP DRAWING

Best thoughts with‚Ä¶ https://t.co/EQCp‚Ä¶",2015-11-14 20:14:09,NA,NA,"#PrayForParis"
"#Paris is sad and too quiet for a Saturday. But happiness will come back very soon #prayforparis‚Ä¶ https://t.co/KjTGb6HoHb",2015-11-14 20:13:57,2.3508,48.8567,"#PrayForParis"
"Our thoughts and prayers are with Paris Ì†ºÌ∑´Ì†ºÌ∑∑ #parisjetaime #prayforparis #jesuisparis @ Le mur des je‚Ä¶ https://t.co/p1omYko2Rs",2015-11-14 20:13:29,2.33864083,48.88464527,"#PrayForParis"
"La libert√© guidant le peuple. #paris #prayforparis #france #liberte @ Mus√©e du Louvre https://t.co/G4bis8JW5R",2015-11-14 20:13:15,2.33529121,48.86148756,"#PrayForParis"
"#PrayForParis Ì†ºÌ∑´Ì†ºÌ∑∑ @ Paris, France https://t.co/TC9nFRszpg",2015-11-14 20:12:29,2.3508,48.8567,"#PrayForParis"
"The most beautiful city I've ever been to.  #prayforparis #Paris #France #night #notredame #cathedral‚Ä¶ https://t.co/DRhFErZdAm",2015-11-14 20:11:57,2.3508,48.8567,"#PrayForParis"
"#PorteOuverte #notinmyname #jesuischarlie #france #imwithfrance #solidarit√© #prayforparis #Ì†ºÌ∑´Ì†ºÌ∑∑ @‚Ä¶ https://t.co/ARYwO0W1Gf",2015-11-14 20:11:01,2.3508,48.8567,"#PrayForParis"
"U2 est pass√© sur le site du Bataclan d√©poser une gerbe de fleurs. Beau geste Ì†ºÌ∑´Ì†ºÌ∑∑ #prayforparis‚Ä¶ https://t.co/YbgmmlThUA",2015-11-14 20:10:54,2.3708701,48.863121,"#PrayForParis"
"#PrayforParis @ Paris, France https://t.co/pRnUBGaZND",2015-11-14 20:09:26,2.3508,48.8567,"#PrayForParis"
"#prayforparis ‚ù§ @ Paris, France https://t.co/4wwilhi2ax",2015-11-14 20:09:18,2.3508,48.8567,"#PrayForParis"
"#prayforparis Ì†ºÌ∑´Ì†ºÌ∑∑‚ù§Ô∏è @ Paris, France https://t.co/dhflr5ltke",2015-11-14 20:08:33,2.3508,48.8567,"#PrayForParis"
"11 ‚Ä¢ 13 ‚Ä¢ 2015

#PrayForParis Ì†ºÌ∑´Ì†ºÌ∑∑
#RIPNohemiGonzalez Ì†ºÌ∑∫Ì†ºÌ∑∏
#WorldPeace Ì†ºÌºç
#DownWithISIS Ì†ΩÌ≤• @ Paris, France https://t.co/dJS7SHSNHY",2015-11-14 20:08:20,2.3508,48.8567,"#PrayForParis"
"Ì†ΩÌ¥µ‚ö™Ô∏èÌ†ΩÌ¥¥ #prayforparis #todossomosparis @ Paris, France https://t.co/0LHomyNVZW",2015-11-14 20:08:06,2.3508,48.8567,"#PrayForParis"
"P A R I S #prayforparis #prayforus @ Rue Ren√©-Blum https://t.co/yWD3Pb5NcX",2015-11-14 20:08:06,2.317289,48.891386,"#PrayForParis"
"#Prayforparis Ì†ΩÌπèÌ†ºÌøªÌ†ΩÌπèÌ†ºÌøªÌ†ΩÌπèÌ†ºÌøª Ì†ºÌ∑´Ì†ºÌ∑∑this is so heartbroking Ì†ΩÌ≤î my thoughts &amp; prayers for Paris everyone safe. Ì†ΩÌ∑ºÌ†ΩÌ∑ºÌ†ΩÌ∑ºÌ†ΩÌ∑º‚Ä¶ https://t.co/twIHAY5vka",2015-11-14 20:07:30,2.3508,48.8567,"#PrayForParis"
"RT @Ludoctrine: One love, one heart, one nation. #PrayForParis https://t.co/Iww2P5ammT",2015-11-14 20:06:35,NA,NA,"#PrayForParis"
"Que dieu prot√®ge mon petit Paris Cherie. 
#prayforparis @ Paris, Republique https://t.co/NZ4BEuPlu6",2015-11-14 20:05:30,2.36396746,48.87060166,"#PrayForParis"
"Ì†ΩÌπèÌ†ºÌøº‚ù§Ô∏è  Praying for one of the most beautiful cities I've ever been.  #prayforparis #prayforhumanity @‚Ä¶ https://t.co/MlAKhewYCr",2015-11-14 20:05:22,2.3508,48.8567,"#PrayForParis"
"#prayforparis @ Paris, France https://t.co/fYJxOP4jet",2015-11-14 20:05:15,2.3508,48.8567,"#PrayForParis"
"RT @LilyPartridge01: #prayforparis @ Paris, France https://t.co/rl5EISVIf0",2015-11-14 20:04:24,NA,NA,"#PrayForParis"
"Esto es Horrible! #prayforparis #parisinflames #tristesse #stopviolence #noussommesunis #worldpeace‚Ä¶ https://t.co/600Ac6huQ4",2015-11-14 20:04:05,2.3508,48.8567,"#PrayForParis"
"Pray for Paris
#PrayForParis #StayStrong #nomorewars @ Paris, France https://t.co/7B0UYkO1kE",2015-11-14 20:03:00,2.3508,48.8567,"#PrayForParis"
"#PRAYFORPARIS Ì†ºÌ∑´Ì†ºÌ∑∑ @ Paris, France https://t.co/0iE4XQhAN2",2015-11-14 20:01:41,2.3508,48.8567,"#PrayForParis"
"FLUCTUAT NEC MERGITUR  ‚öúÌ†ºÌ∑´Ì†ºÌ∑∑
#prayforparis #tatoo @ Paris, France https://t.co/YSWsZ9unLK",2015-11-14 20:00:20,2.3508,48.8567,"#PrayForParis"
"#WeStandWithParis #PrayForParis #PrayersForParis @ Paris, √éle-de-France, France https://t.co/IfJLFx7HkH",2015-11-14 20:00:07,2.3508,48.8567,"#PrayForParis"
"#prayforparis Ì†ºÌ∑´Ì†ºÌ∑∑ @ Paris, France https://t.co/9vzxVTXFDi",2015-11-14 19:59:55,2.3508,48.8567,"#PrayForParis"
"#PrayForParis Ì†ºÌ∑´Ì†ºÌ∑∑ @ The Eiffel Tower / La Tour Eiffel https://t.co/kKgFIonfFS",2015-11-14 19:59:04,2.2939882,48.85800323,"#PrayForParis"
"#Paris #prayforparis Ì†ΩÌ≤î Ì†ºÌ∑´Ì†ºÌ∑∑ Une pens√©e pour toutes les victimes, les familles, notre ville, notre pays,‚Ä¶ https://t.co/z1akqy7N0o",2015-11-14 19:58:39,2.29811714,48.8590256,"#PrayForParis"
"#prayforparis @ Paris, France https://t.co/rl5EISVIf0",2015-11-14 19:58:23,2.3508,48.8567,"#PrayForParis"
"Ì†ºÌ∑´Ì†ºÌ∑∑‚ù§Ô∏èÌ†ΩÌπèÌ†ºÌøª
#prayforparis Ì†ºÌ∑´Ì†ºÌ∑∑ @ Paris, France https://t.co/bjLv3rSWAT",2015-11-14 19:58:16,2.3508,48.8567,"#PrayForParis"
"Ì†ΩÌπè just breathe.. #prayforhumanity #prayforparis #parismaville #parisjetaime #jesuisparis‚Ä¶ https://t.co/pTJYKWIw2R",2015-11-14 19:58:05,2.3819699,48.8538399,"#PrayForParis"
"Untukmu yang pergi dengan damai... #PrayForParis (at La Belle √âquipe) [pic] ‚Äî https://t.co/Zqu5SVGW4m",2015-11-14 19:57:29,2.38212,48.85398,"#PrayForParis"
"RT @FloryDiamandis: #PRAYFORPARIS Ì†ºÌ∑´Ì†ºÌ∑∑Ì†ΩÌπèÌ†ºÌ∑´Ì†ºÌ∑∑ (@ Comfort Hotel Median Paris Congres in Clichy, √éle-de-France) https://t.co/ewc0ft9IO1",2015-11-14 19:57:20,NA,NA,"#PrayForParis"
"13.11.2015
#prayforparis #paris #neverforget @ The Eiffel Tower / La Tour Eiffel https://t.co/FmpPsFx1Hz",2015-11-14 19:57:14,2.2939882,48.85800323,"#PrayForParis"
"#jesuisparis #prayforparis #prayforfrance #love#peace #artist #art #malemodel #frenchmodel @ Place de‚Ä¶ https://t.co/f1Lj8sP8R3",2015-11-14 19:57:04,2.36418438,48.86746503,"#PrayForParis"
