current_fire_datetime	current_fire_Babs_bkg_fit	current_fire_Bscat_bkg_fit
2016/11/4 16:07:45	5.24613	0.225465
2016/11/4 16:07:46	4.41826	0.0131387
2016/11/4 16:07:47	5.50288	-0.869934
2016/11/4 16:07:48	5.17721	1.25203
2016/11/4 16:07:49	7.39097	0.0692737
2016/11/4 16:07:50	6.06586	2.98082
2016/11/4 16:07:51	5.48115	-0.081026
2016/11/4 16:07:52	5.5115	-0.694842
2016/11/4 16:07:53	5.83995	1.89218
2016/11/4 16:07:54	4.7754	-0.638874
2016/11/4 16:07:55	4.62051	4.9588
2016/11/4 16:07:56	5.31846	-0.695424
2016/11/4 16:07:57	6.48468	0.0399727
2016/11/4 16:07:58	5.79505	1.48142
2016/11/4 16:07:59	4.25027	2.75945
2016/11/4 16:08:00	6.11546	3.67875
2016/11/4 16:08:01	5.0163	1.14849
2016/11/4 16:08:02	5.15566	3.53129
2016/11/4 16:08:03	5.34794	-0.349526
2016/11/4 16:08:04	5.9085	0.541816
2016/11/4 16:08:05	5.6612	1.44982
2016/11/4 16:08:06	5.88595	-0.949213
2016/11/4 16:08:07	6.04881	1.23497
2016/11/4 16:08:08	5.96612	0.0240834
2016/11/4 16:08:09	4.47481	4.27681
2016/11/4 16:08:10	5.37229	6.44385
2016/11/4 16:08:11	5.95122	6.032
2016/11/4 16:08:12	6.46448	2.32233
2016/11/4 16:08:13	6.12319	0.651629
2016/11/4 16:08:14	6.09244	0.402162
2016/11/4 16:08:15	4.95007	4.72313
2016/11/4 16:08:16	6.6581	3.70731
2016/11/4 16:08:17	5.2659	10.8161
2016/11/4 16:08:18	4.0341	0.787811
2016/11/4 16:08:19	5.14008	7.28798
2016/11/4 16:08:20	5.34285	0.263213
2016/11/4 16:08:21	5.53726	-0.16356
2016/11/4 16:08:22	3.45171	12.905
2016/11/4 16:08:23	5.97224	2.38038
2016/11/4 16:08:24	5.24283	2.08081
2016/11/4 16:08:25	5.14549	-0.551624
2016/11/4 16:08:26	6.02209	11.966
2016/11/4 16:08:27	6.08583	2.45814
2016/11/4 16:08:28	6.06784	2.51507
2016/11/4 16:08:29	5.54619	-0.649069
2016/11/4 16:08:30	4.45411	4.02142
2016/11/4 16:08:31	5.3334	4.27192
2016/11/4 16:08:32	6.18956	3.19177
2016/11/4 16:08:33	6.12854	4.15739
2016/11/4 16:08:34	6.22676	-1.19547
2016/11/4 16:08:35	6.16732	6.34
2016/11/4 16:08:36	5.12908	1.43932
2016/11/4 16:08:37	6.67182	2.46119
2016/11/4 16:08:38	5.93374	-1.17472
2016/11/4 16:08:39	6.04319	6.37415
2016/11/4 16:08:40	6.57281	0.785602
2016/11/4 16:08:41	6.02039	-0.769742
2016/11/4 16:08:42	4.68496	1.86681
2016/11/4 16:08:43	5.87693	-0.549742
2016/11/4 16:08:44	5.83905	3.84831
2016/11/4 16:08:45	6.54757	0.610749
2016/11/4 16:08:46	7.11271	0.958329
2016/11/4 16:08:47	7.13848	1.11096
2016/11/4 16:08:48	5.67261	-0.585587
2016/11/4 16:08:49	5.70595	0.350463
2016/11/4 16:08:50	7.05186	-0.240037
2016/11/4 16:08:51	5.48467	-0.675783
2016/11/4 16:08:52	5.65621	-0.752367
2016/11/4 16:08:53	8.27823	3.44623
2016/11/4 16:08:54	5.63549	1.055
2016/11/4 16:08:55	5.65003	1.89694
2016/11/4 16:08:56	6.03871	-0.586385
2016/11/4 16:08:57	5.37961	1.72155
2016/11/4 16:08:58	4.4364	-0.618277
2016/11/4 16:08:59	5.93916	0.554285
2016/11/4 16:09:00	5.66739	0.58027
2016/11/4 16:09:01	5.58366	0.851067
2016/11/4 16:09:02	4.63507	-0.600181
2016/11/4 16:09:03	5.27632	3.44045
2016/11/4 16:09:04	6.33804	1.22056
2016/11/4 16:09:05	4.72869	0.0692358
2016/11/4 16:09:06	5.73622	-0.460902
2016/11/4 16:09:07	5.71438	0.538442
2016/11/4 16:09:08	4.59501	-0.339625
2016/11/4 16:09:09	6.73767	-0.382854
2016/11/4 16:09:10	5.29481	5.4653
2016/11/4 16:09:11	6.83859	0.469104
2016/11/4 16:09:12	5.90104	1.88965
2016/11/4 16:09:13	6.50831	-0.252027
2016/11/4 16:09:14	5.20608	-0.941741
2016/11/4 16:09:15	5.98081	0.40941
2016/11/4 16:09:16	4.85906	1.69367
2016/11/4 16:09:17	6.37794	3.01466
2016/11/4 16:09:18	5.76803	0.625915
2016/11/4 16:09:19	6.02782	2.65196
2016/11/4 16:09:20	8.07605	-0.523225
2016/11/4 16:09:21	6.41829	0.747785
2016/11/4 16:09:22	6.31479	-0.398501
2016/11/4 16:09:23	5.64965	5.99403
2016/11/4 16:09:24	4.78901	0.396847
2016/11/4 16:09:25	6.7004	-0.703083
2016/11/4 16:09:26	5.81675	1.6574
2016/11/4 16:09:27	6.31342	0.496012
2016/11/4 16:09:28	6.85231	3.69625
2016/11/4 16:09:29	6.47068	0.885751
2016/11/4 16:09:30	6.59612	1.67745
2016/11/4 16:09:31	5.89673	1.52988
2016/11/4 16:09:32	5.97506	-0.477333
2016/11/4 16:09:33	4.65793	-0.469719
2016/11/4 16:09:34	4.22174	16.5524
2016/11/4 16:09:35	5.25764	1.91047
2016/11/4 16:09:36	6.87527	-0.301096
2016/11/4 16:09:37	5.74132	0.553105
2016/11/4 16:09:38	5.92352	-0.0864369
2016/11/4 16:09:39	5.47151	1.96686
2016/11/4 16:09:40	6.44919	7.90871
2016/11/4 16:09:41	5.66021	3.73114
2016/11/4 16:09:42	5.87184	2.56389
2016/11/4 16:09:43	5.02273	0.557131
2016/11/4 16:09:44	6.70707	0.294542
2016/11/4 16:09:45	6.53027	4.60193
2016/11/4 16:09:46	6.2386	1.38991
2016/11/4 16:09:47	7.0657	1.11243
2016/11/4 16:09:48	6.50781	7.26265
2016/11/4 16:09:49	6.37251	-0.280274
2016/11/4 16:09:50	7.06954	-0.747027
2016/11/4 16:09:51	6.17979	1.21045
2016/11/4 16:09:52	4.93017	0.121198
2016/11/4 16:09:53	6.54896	5.25064
2016/11/4 16:09:54	4.81039	0.200421
2016/11/4 16:09:55	5.78843	-0.392979
2016/11/4 16:09:56	6.72089	2.22529
2016/11/4 16:09:57	6.49117	0.566218
2016/11/4 16:09:58	6.94932	3.00349
2016/11/4 16:09:59	6.34472	-0.503333
2016/11/4 16:10:00	5.94147	1.57609
2016/11/4 16:10:01	5.08657	-1.30302
2016/11/4 16:10:02	5.77397	0.4235
2016/11/4 16:10:03	5.5138	1.86739
2016/11/4 16:10:04	6.04726	2.24598
2016/11/4 16:10:05	5.7598	-0.103464
2016/11/4 16:10:06	5.97899	-0.310237
2016/11/4 16:10:07	6.19544	0.435903
2016/11/4 16:10:08	5.31337	-0.571589
2016/11/4 16:10:09	4.92978	2.63457
2016/11/4 16:10:10	5.68237	0.313907
2016/11/4 16:10:11	5.59389	0.840198
2016/11/4 16:10:12	5.06918	13.2747
2016/11/4 16:10:13	5.51762	0.299975
2016/11/4 16:10:14	6.3385	0.465333
2016/11/4 16:10:15	5.84828	0.459214
2016/11/4 16:10:16	5.7966	1.43286
2016/11/4 16:10:17	6.15966	5.78261
2016/11/4 16:10:18	6.23176	2.09045
2016/11/4 16:10:19	6.33658	1.76311
2016/11/4 16:10:20	7.32127	1.80624
2016/11/4 16:10:21	6.20337	0.752455
2016/11/4 16:10:22	6.44765	1.30896
2016/11/4 16:10:23	6.25749	-0.00127004
2016/11/4 16:10:24	5.98565	1.26327
2016/11/4 16:10:25	7.149	7.0536
2016/11/4 16:10:26	5.11025	1.13571
2016/11/4 16:10:27	6.05363	0.266581
2016/11/4 16:10:28	6.5014	-1.20194
2016/11/4 16:10:29	5.80256	0.415537
2016/11/4 16:10:30	5.00894	-0.626991
2016/11/4 16:10:31	4.79772	-0.340385
2016/11/4 16:10:32	4.73542	0.245476
2016/11/4 16:10:33	5.84945	0.762061
2016/11/4 16:10:34	6.25736	-0.193246
2016/11/4 16:10:35	5.7951	0.22788
2016/11/4 16:10:36	5.68049	2.97515
2016/11/4 16:10:37	4.99795	10.5336
2016/11/4 16:10:38	6.21916	0.556599
2016/11/4 16:10:39	6.56836	1.18473
2016/11/4 16:10:40	4.7314	-1.17286
2016/11/4 16:10:41	7.1113	1.13962
2016/11/4 16:10:42	5.15081	1.32686
2016/11/4 16:10:43	6.30036	1.03458
2016/11/4 16:10:44	5.22561	-0.673018
2016/11/4 16:10:45	5.53783	7.58289
2016/11/4 16:10:46	5.31299	-0.147171
2016/11/4 16:10:47	4.95003	-0.0647581
2016/11/4 16:10:48	1.1644	-0.188645
2016/11/4 16:10:49	1.93157	0.318663
2016/11/4 16:10:50	2.71607	-0.891984
2016/11/4 16:10:51	1.61324	-0.408114
2016/11/4 16:10:52	3.26439	0.921247
2016/11/4 16:10:53	2.448	3.20874
2016/11/4 16:10:54	2.77797	12.2406
2016/11/4 16:10:55	1.57681	0.958645
2016/11/4 16:10:56	2.29991	0.963511
2016/11/4 16:10:57	1.94537	-0.293737
2016/11/4 16:10:58	2.93422	1.49977
2016/11/4 16:10:59	2.9462	5.78121
2016/11/4 16:11:00	2.25494	-0.6137
2016/11/4 16:11:01	2.71339	6.72241
2016/11/4 16:11:02	1.86685	2.21204
2016/11/4 16:11:03	1.35075	-0.835732
2016/11/4 16:11:04	2.05627	1.54237
2016/11/4 16:11:05	2.11836	2.37945
2016/11/4 16:11:06	2.66904	3.21631
2016/11/4 16:11:07	2.7824	0.728688
2016/11/4 16:11:08	1.91315	0.496739
2016/11/4 16:11:09	3.31161	-0.274365
2016/11/4 16:11:10	2.15604	7.19471
2016/11/4 16:11:11	1.2221	5.7069
2016/11/4 16:11:12	2.29786	0.0907922
2016/11/4 16:11:13	1.7106	-0.216719
2016/11/4 16:11:14	3.13738	0.31128
2016/11/4 16:11:15	1.55054	1.23409
2016/11/4 16:11:16	1.93398	-1.65961
2016/11/4 16:11:17	1.81131	5.59972
2016/11/4 16:11:18	1.70733	0.165069
2016/11/4 16:11:19	2.43195	1.0627
2016/11/4 16:11:20	2.66702	-1.08035
2016/11/4 16:11:21	2.26305	-1.50218
2016/11/4 16:11:22	2.22162	0.325742
2016/11/4 16:11:23	2.88912	-1.13896
2016/11/4 16:11:24	0.64163	-0.0984535
2016/11/4 16:11:25	2.46886	-0.384572
2016/11/4 16:11:26	5.18433	-0.216557
2016/11/4 16:11:27	2.38454	-1.47368
2016/11/4 16:11:28	0.775186	-0.3039
2016/11/4 16:11:29	2.32916	-0.577719
2016/11/4 16:11:30	3.27894	0.887261
2016/11/4 16:11:31	2.05673	7.09526
2016/11/4 16:11:32	3.1458	-0.489754
2016/11/4 16:11:33	1.8631	2.62849
2016/11/4 16:11:34	2.11794	0.676871
2016/11/4 16:11:35	3.93144	3.9256
2016/11/4 16:11:36	1.32104	-0.0861919
2016/11/4 16:11:37	2.98805	-0.210474
2016/11/4 16:11:38	4.38827	4.51537
2016/11/4 16:11:39	1.39763	3.33121
2016/11/4 16:11:40	2.88745	-0.906445
2016/11/4 16:11:41	1.91371	-0.590848
2016/11/4 16:11:42	2.32797	0.0873288
2016/11/4 16:11:43	2.70354	-1.25818
2016/11/4 16:11:44	1.56922	-0.365065
2016/11/4 16:11:45	1.56387	-0.0529163
2016/11/4 16:11:46	2.35252	0.85817
2016/11/4 16:11:47	2.28356	3.08444
2016/11/4 16:11:48	1.35102	-1.16869
