current_fire_datetime	current_fire_Babs_bkg_fit	current_fire_Bscat_bkg_fit
2016/10/16 15:39:52	0.401779	2.83872
2016/10/16 15:39:53	-0.652118	2.63652
2016/10/16 15:39:54	1.20518	2.76505
2016/10/16 15:39:55	0.186073	2.76649
2016/10/16 15:39:56	0.76505	2.98965
2016/10/16 15:39:57	0.663485	2.68156
2016/10/16 15:39:58	-0.362885	2.7525
2016/10/16 15:39:59	-0.627963	2.81568
2016/10/16 15:40:00	0.933679	2.57153
2016/10/16 15:40:01	0.104636	2.66602
2016/10/16 15:40:02	-0.381511	2.64372
2016/10/16 15:40:03	0.193621	2.73346
2016/10/16 15:40:04	0.186355	2.60194
2016/10/16 15:40:05	0.872326	2.67306
2016/10/16 15:40:06	0.0414522	2.5597
2016/10/16 15:40:07	-0.761712	2.68945
2016/10/16 15:40:08	-0.598201	2.72834
2016/10/16 15:40:09	-0.0283793	2.5248
2016/10/16 15:40:10	0.279113	2.44892
2016/10/16 15:40:11	-1.10871	2.60521
2016/10/16 15:40:12	0.967035	2.65109
2016/10/16 15:40:13	-0.122262	2.60161
2016/10/16 15:40:14	-0.763378	2.59942
2016/10/16 15:40:15	0.233995	2.52461
2016/10/16 15:40:16	0.149947	2.58239
2016/10/16 15:40:17	-0.0888246	2.49756
2016/10/16 15:40:18	-0.135398	2.53121
2016/10/16 15:40:19	-0.00472407	2.48896
2016/10/16 15:40:20	-0.676296	2.52498
2016/10/16 15:40:21	-1.49148	2.53738
2016/10/16 15:40:22	-0.126435	2.5312
2016/10/16 15:40:23	-0.22031	2.59332
2016/10/16 15:40:24	0.537805	2.55113
2016/10/16 15:40:25	-0.233865	2.4436
2016/10/16 15:40:26	0.0448187	2.45539
2016/10/16 15:40:27	-1.06456	2.52657
2016/10/16 15:40:28	-0.986742	2.56619
2016/10/16 15:40:29	-0.388905	2.79839
2016/10/16 15:40:30	0.310189	2.5025
2016/10/16 15:40:31	-0.258661	2.52522
2016/10/16 15:40:32	0.35767	2.43694
2016/10/16 15:40:33	0.40912	2.42933
2016/10/16 15:40:34	-0.219973	2.52187
2016/10/16 15:40:35	0.162166	2.47718
2016/10/16 15:40:36	-0.15998	2.42443
2016/10/16 15:40:37	0.00133392	2.54196
2016/10/16 15:40:38	-0.542309	2.57173
2016/10/16 15:40:39	-0.197158	2.46228
2016/10/16 15:40:40	0.727949	2.38166
2016/10/16 15:40:41	-0.769063	2.53643
2016/10/16 15:40:42	-0.0363989	2.49696
2016/10/16 15:40:43	-0.644495	2.51998
2016/10/16 15:40:44	0.210117	2.41199
2016/10/16 15:40:45	-0.314055	2.45415
2016/10/16 15:40:46	-0.658907	2.47922
2016/10/16 15:40:47	-0.42191	2.4977
2016/10/16 15:40:48	0.557885	2.45544
2016/10/16 15:40:49	-0.184	2.49525
2016/10/16 15:40:50	0.595905	2.40151
2016/10/16 15:40:51	-0.647994	2.57981
2016/10/16 15:40:52	-0.692919	2.40389
2016/10/16 15:40:53	-0.168203	2.33521
2016/10/16 15:40:54	-0.36425	2.44298
