current_fire_datetime	current_fire_Babs_bkg_fit	current_fire_Bscat_bkg_fit
2016/10/26 12:58:21	1.13471	0.956984
2016/10/26 12:58:22	2.39978	1.01436
2016/10/26 12:58:23	1.76592	0.916549
2016/10/26 12:58:24	2.12254	0.932373
2016/10/26 12:58:25	2.03403	0.941315
2016/10/26 12:58:26	1.05026	0.920716
2016/10/26 12:58:27	2.12496	0.956803
2016/10/26 12:58:28	1.91212	0.956071
2016/10/26 12:58:29	2.71943	0.925295
2016/10/26 12:58:30	2.31708	1.03673
2016/10/26 12:58:31	2.88708	1.00522
2016/10/26 12:58:32	2.34215	0.873752
2016/10/26 12:58:33	2.03483	1.01943
2016/10/26 12:58:34	2.6127	0.833576
2016/10/26 12:58:35	3.51944	0.851475
2016/10/26 12:58:36	1.68673	1.00116
2016/10/26 12:58:37	0.783704	0.886907
2016/10/26 12:58:38	2.69294	0.904104
2016/10/26 12:58:39	1.79284	0.969549
2016/10/26 12:58:40	1.93975	0.861197
2016/10/26 12:58:41	2.16814	0.907431
2016/10/26 12:58:42	1.57273	0.834525
2016/10/26 12:58:43	1.37668	0.844444
2016/10/26 12:58:44	2.22335	0.788933
2016/10/26 12:58:45	2.43581	0.934868
2016/10/26 12:58:46	1.81526	0.869729
2016/10/26 12:58:47	2.44965	0.837228
2016/10/26 12:58:48	2.56036	0.961511
2016/10/26 12:58:49	0.884144	0.892756
2016/10/26 12:58:50	1.12657	0.916361
2016/10/26 12:58:51	2.14676	0.828532
2016/10/26 12:58:52	2.33255	0.839305
2016/10/26 12:58:53	0.419821	1.00859
2016/10/26 12:58:54	2.45106	0.934216
2016/10/26 12:58:55	1.51246	0.937085
2016/10/26 12:58:56	1.86639	0.831921
2016/10/26 12:58:57	2.61327	0.982938
2016/10/26 12:58:58	1.68742	1.1064
2016/10/26 12:58:59	2.74278	0.98184
2016/10/26 12:59:00	1.21744	0.926787
2016/10/26 12:59:01	2.25393	0.881072
2016/10/26 12:59:02	2.12331	0.966705
2016/10/26 12:59:03	1.84053	0.796814
