current_fire_datetime	current_fire_Babs_bkg_fit	current_fire_Bscat_bkg_fit
2016/11/11 15:29:10	0.348423	0.0468947
2016/11/11 15:29:11	0.559548	-0.0331964
2016/11/11 15:29:12	0.818342	0.09707
2016/11/11 15:29:13	1.13793	0.079662
2016/11/11 15:29:14	-0.139962	0.0395794
2016/11/11 15:29:15	0.519344	0.20903
2016/11/11 15:29:16	-1.08362	0.110629
2016/11/11 15:29:17	-0.432246	0.590718
2016/11/11 15:29:18	0.0202129	0.0766672
2016/11/11 15:29:19	-0.334581	0.0540101
2016/11/11 15:29:20	0.470112	0.0430718
2016/11/11 15:29:21	-0.751441	0.147337
2016/11/11 15:29:22	-0.768099	0.183244
2016/11/11 15:29:23	0.197054	0.104159
2016/11/11 15:29:24	0.342811	0.149282
2016/11/11 15:29:25	1.4503	0.110908
2016/11/11 15:29:26	0.132005	0.48852
2016/11/11 15:29:27	0.304922	0.126721
2016/11/11 15:29:28	-1.15491	0.120818
2016/11/11 15:29:29	0.536377	0.108171
2016/11/11 15:29:30	0.322025	0.140842
2016/11/11 15:29:31	1.06892	0.136892
2016/11/11 15:29:32	1.00838	0.141976
2016/11/11 15:29:33	0.75075	0.0781808
2016/11/11 15:29:34	0.532065	0.118726
2016/11/11 15:29:35	-0.507724	0.110137
2016/11/11 15:29:36	-0.450529	0.211931
2016/11/11 15:29:37	-0.329371	0.141941
2016/11/11 15:29:38	-0.0776565	0.0840666
2016/11/11 15:29:39	1.39818	0.114541
2016/11/11 15:29:40	-0.107433	0.0401869
2016/11/11 15:29:41	1.34728	0.0288517
2016/11/11 15:29:42	-0.221864	0.0940854
2016/11/11 15:29:43	0.615176	0.0869923
2016/11/11 15:29:44	0.191719	0.0758098
2016/11/11 15:29:45	0.247692	0.166312
2016/11/11 15:29:46	0.356279	0.149941
2016/11/11 15:29:47	0.475363	0.0452226
2016/11/11 15:29:48	0.28268	0.0687692
2016/11/11 15:29:49	0.851837	0.117645
2016/11/11 15:29:50	-0.439357	0.0753044
2016/11/11 15:29:51	2.12657	0.395818
2016/11/11 15:29:52	0.286726	0.142051
2016/11/11 15:29:53	1.29442	0.104227
2016/11/11 15:29:54	1.09106	0.0870016
2016/11/11 15:29:55	0.690915	0.0760327
2016/11/11 15:29:56	0.985414	0.0928349
2016/11/11 15:29:57	0.360785	0.0489071
2016/11/11 15:29:58	2.00441	0.0213672
2016/11/11 15:29:59	-0.241989	0.175346
2016/11/11 15:30:00	0.684529	0.0987032
2016/11/11 15:30:01	0.89657	0.0527002
2016/11/11 15:30:02	0.180082	0.100417
2016/11/11 15:30:03	1.70926	0.0851144
2016/11/11 15:30:04	0.189248	0.169574
2016/11/11 15:30:05	0.647565	0.152074
