current_fire_datetime	current_fire_Babs_bkg_fit	current_fire_Bscat_bkg_fit
2016/11/5 15:49:31	1.89905	-0.302766
2016/11/5 15:49:32	1.36704	-0.658869
2016/11/5 15:49:33	0.829605	-0.442892
2016/11/5 15:49:34	2.41417	-0.346754
2016/11/5 15:49:35	1.80623	2.22979
2016/11/5 15:49:36	0.334835	-0.281343
2016/11/5 15:49:37	0.763458	-0.60101
2016/11/5 15:49:38	0.32257	-0.441305
2016/11/5 15:49:39	0.225073	-0.40364
2016/11/5 15:49:40	1.14619	-0.4022
2016/11/5 15:49:41	1.85777	1.08938
2016/11/5 15:49:42	-1.24059	-0.138394
2016/11/5 15:49:43	0.492176	-0.298514
2016/11/5 15:49:44	0.301909	0.205917
2016/11/5 15:49:45	0.518982	0.00630783
2016/11/5 15:49:46	1.03384	-0.282901
2016/11/5 15:49:47	0.456307	-0.0777873
2016/11/5 15:49:48	1.33195	0.170204
2016/11/5 15:49:49	1.06166	-0.102892
2016/11/5 15:49:50	-0.306473	-0.345073
2016/11/5 15:49:51	0.0254099	-0.119542
2016/11/5 15:49:52	1.43646	1.0752
2016/11/5 15:49:53	0.582306	-0.098351
2016/11/5 15:49:54	1.56092	-0.321581
2016/11/5 15:49:55	0.370701	-0.256451
2016/11/5 15:49:56	0.886484	-0.308721
2016/11/5 15:49:57	0.775437	-0.110534
2016/11/5 15:49:58	-0.638839	-0.325616
2016/11/5 15:49:59	1.13585	-0.310473
2016/11/5 15:50:00	1.43362	-0.583509
2016/11/5 15:50:01	1.32233	0.0140626
2016/11/5 15:50:02	2.33902	-0.0317697
2016/11/5 15:50:03	0.722426	1.59546
2016/11/5 15:50:04	1.34746	-0.488575
2016/11/5 15:50:05	2.77779	-0.0615666
2016/11/5 15:50:06	1.43994	-0.177986
2016/11/5 15:50:07	1.07962	-0.614167
2016/11/5 15:50:08	0.975091	-0.42242
2016/11/5 15:50:09	1.09628	-0.483662
2016/11/5 15:50:10	0.936227	-0.420027
2016/11/5 15:50:11	1.30039	0.124016
2016/11/5 15:50:12	0.137162	-0.59659
2016/11/5 15:50:13	0.655995	-0.398343
2016/11/5 15:50:14	0.532369	-0.185842
2016/11/5 15:50:15	0.937312	-0.304459
2016/11/5 15:50:16	0.645295	0.535453
2016/11/5 15:50:17	0.477728	-0.379093
2016/11/5 15:50:18	1.00638	-0.00683251
2016/11/5 15:50:19	1.20631	-0.241629
2016/11/5 15:50:20	2.28472	-0.422501
2016/11/5 15:50:21	-0.0511906	-0.387247
2016/11/5 15:50:22	-0.522898	0.365627
2016/11/5 15:50:23	-0.189854	1.73819
2016/11/5 15:50:24	0.036809	-0.566123
2016/11/5 15:50:25	0.910922	-0.363603
2016/11/5 15:50:26	0.592475	-0.586711
2016/11/5 15:50:27	0.688828	-0.580571
2016/11/5 15:50:28	0.982441	-0.518492
2016/11/5 15:50:29	1.94951	-0.486351
2016/11/5 15:50:30	0.154446	-0.0361806
2016/11/5 15:50:31	0.10107	-0.475018
2016/11/5 15:50:32	0.644253	-0.397039
2016/11/5 15:50:33	0.569096	-0.562133
2016/11/5 15:50:34	1.11192	-0.59469
2016/11/5 15:50:35	0.192212	-0.395556
2016/11/5 15:50:36	0.486495	1.60778
2016/11/5 15:50:37	1.59542	-0.51264
2016/11/5 15:50:38	0.0462004	-0.41748
2016/11/5 15:50:39	0.130644	0.00543774
2016/11/5 15:50:40	0.562627	-0.415944
2016/11/5 15:50:41	1.08262	0.388934
2016/11/5 15:50:42	1.47742	1.56805
2016/11/5 15:50:43	1.51732	-0.449646
2016/11/5 15:50:44	0.0924887	-0.561061
2016/11/5 15:50:45	0.803272	-0.431478
2016/11/5 15:50:46	0.801904	-0.57878
2016/11/5 15:50:47	0.983948	-0.487252
2016/11/5 15:50:48	1.00253	0.821379
2016/11/5 15:50:49	1.18939	5.03006
2016/11/5 15:50:50	0.529827	-0.191732
2016/11/5 15:50:51	-0.71489	-0.274398
2016/11/5 15:50:52	0.440053	-0.24775
2016/11/5 15:50:53	0.594626	-0.31354
2016/11/5 15:50:54	0.214838	-0.363308
2016/11/5 15:50:55	1.00625	-0.348563
2016/11/5 15:50:56	0.420655	-0.309646
2016/11/5 15:50:57	1.41319	-0.550211
2016/11/5 15:50:58	2.00972	-0.371951
2016/11/5 15:50:59	1.50895	-0.478727
2016/11/5 15:51:00	1.20657	-0.202842
2016/11/5 15:51:01	0.0659096	0.866378
2016/11/5 15:51:02	0.255643	-0.227549
2016/11/5 15:51:03	0.602056	-0.430882
2016/11/5 15:51:04	0.657929	-0.618559
2016/11/5 15:51:05	0.550062	-0.208824
2016/11/5 15:51:06	1.03288	2.62864
2016/11/5 15:51:07	0.0930979	-0.457378
2016/11/5 15:51:08	-0.174079	-0.54453
2016/11/5 15:51:09	0.343534	-0.585265
2016/11/5 15:51:10	0.973567	-0.0624015
2016/11/5 15:51:11	0.573519	0.00892321
2016/11/5 15:51:12	-0.396597	1.98134
2016/11/5 15:51:13	0.0415462	2.65408
2016/11/5 15:51:14	1.37672	0.0560303
2016/11/5 15:51:15	-0.105118	-0.176813
2016/11/5 15:51:16	1.81197	0.74049
2016/11/5 15:51:17	1.56189	0.332385
2016/11/5 15:51:18	1.28463	-0.233161
2016/11/5 15:51:19	1.2586	-0.59015
2016/11/5 15:51:20	-0.412803	-0.255
2016/11/5 15:51:21	1.14149	-0.492146
2016/11/5 15:51:22	0.236863	20.3068
2016/11/5 15:51:23	-0.048264	-0.571205
2016/11/5 15:51:24	0.655999	0.487119
2016/11/5 15:51:25	0.591642	-0.0675615
2016/11/5 15:51:26	1.36907	-0.128469
2016/11/5 15:51:27	0.639678	1.60814
2016/11/5 15:51:28	1.50391	-0.263223
2016/11/5 15:51:29	-0.623306	-0.609103
2016/11/5 15:51:30	0.429397	-0.374447
2016/11/5 15:51:31	0.94725	-0.436514
2016/11/5 15:51:32	1.88216	-0.185135
2016/11/5 15:51:33	1.76703	0.498648
2016/11/5 15:51:34	-0.589811	-0.318332
2016/11/5 15:51:35	0.721192	-0.413175
2016/11/5 15:51:36	0.985815	-0.415335
2016/11/5 15:51:37	0.0918083	-0.381029
2016/11/5 15:51:38	1.377	3.18902
2016/11/5 15:51:39	1.10432	-0.180608
2016/11/5 15:51:40	0.808467	-0.497709
2016/11/5 15:51:41	1.92111	-0.457848
2016/11/5 15:51:42	-0.0507772	-0.429216
2016/11/5 15:51:43	0.753696	-0.335521
2016/11/5 15:51:44	0.836439	-0.485723
2016/11/5 15:51:45	0.281722	-0.752166
2016/11/5 15:51:46	1.22542	-0.356652
2016/11/5 15:51:47	1.71954	-0.595232
2016/11/5 15:51:48	1.9258	-0.224529
2016/11/5 15:51:49	0.802244	-0.73435
2016/11/5 15:51:50	-0.570523	-0.427307
2016/11/5 15:51:51	0.5412	3.67423
2016/11/5 15:51:52	1.31431	-0.411335
2016/11/5 15:51:53	0.638256	-0.255537
2016/11/5 15:51:54	1.32054	-0.654029
2016/11/5 15:51:55	1.65102	-0.670259
2016/11/5 15:51:56	1.67786	-0.626246
2016/11/5 15:51:57	1.95664	1.04966
2016/11/5 15:51:58	0.552001	-0.577589
2016/11/5 15:51:59	0.543124	3.23617
2016/11/5 15:52:00	1.46413	0.0974721
2016/11/5 15:52:01	0.22191	-0.557887
2016/11/5 15:52:02	2.90602	1.46522
2016/11/5 15:52:03	0.604546	-0.675368
2016/11/5 15:52:04	1.04586	0.276175
2016/11/5 15:52:05	1.81854	-0.665529
2016/11/5 15:52:06	2.12857	-0.327939
2016/11/5 15:52:07	3.71363	2.11231
2016/11/5 15:52:08	0.388961	-0.238327
2016/11/5 15:52:09	0.783155	-0.572245
2016/11/5 15:52:10	1.40795	-0.623417
2016/11/5 15:52:11	0.54824	-0.288144
2016/11/5 15:52:12	1.00256	2.70634
2016/11/5 15:52:13	1.65543	-0.613145
2016/11/5 15:52:14	1.07435	-0.513102
2016/11/5 15:52:15	1.12968	0.0216636
2016/11/5 15:52:16	0.791025	-0.43289
2016/11/5 15:52:17	2.37828	-0.417625
2016/11/5 15:52:18	0.359701	-0.184678
2016/11/5 15:52:19	1.5963	-0.418468
2016/11/5 15:52:20	0.753327	-0.250493
2016/11/5 15:52:21	1.98895	-0.0768117
2016/11/5 15:52:22	2.47666	-0.637199
2016/11/5 15:52:23	1.35231	-0.240466
2016/11/5 15:52:24	0.714769	-0.490918
2016/11/5 15:52:25	0.486103	-0.522741
2016/11/5 15:52:26	1.52935	-0.704986
2016/11/5 15:52:27	0.531948	-0.552179
2016/11/5 15:52:28	0.555841	-0.461658
2016/11/5 15:52:29	0.461584	-0.610486
2016/11/5 15:52:30	0.826907	1.16302
2016/11/5 15:52:31	0.56321	0.334839
2016/11/5 15:52:32	0.708573	-0.386194
2016/11/5 15:52:33	0.354417	-0.601703
2016/11/5 15:52:34	1.09811	-0.592574
2016/11/5 15:52:35	1.30425	-0.762886
2016/11/5 15:52:36	1.53061	-0.483248
2016/11/5 15:52:37	0.537418	-0.368434
2016/11/5 15:52:38	0.921361	-0.441823
2016/11/5 15:52:39	-0.180776	-0.311324
2016/11/5 15:52:40	-1.69069	-0.866616
2016/11/5 15:52:41	-3.47868	-0.497256
2016/11/5 15:52:42	-5.3556	1.82709
2016/11/5 15:52:43	-3.42648	0.856272
2016/11/5 15:52:44	-2.41174	-0.611954
2016/11/5 15:52:45	-2.20962	-0.598703
2016/11/5 15:52:46	-1.98088	-0.4184
2016/11/5 15:52:47	-2.19966	-0.699215
2016/11/5 15:52:48	-2.84734	-0.489646
2016/11/5 15:52:49	-2.3387	-0.640275
2016/11/5 15:52:50	-3.17228	-0.180918
2016/11/5 15:52:51	-2.16217	-0.511906
2016/11/5 15:52:52	-1.81021	-0.261534
2016/11/5 15:52:53	-3.23821	-0.65258
2016/11/5 15:52:54	-2.78774	-0.537004
2016/11/5 15:52:55	-3.54351	-0.260265
2016/11/5 15:52:56	-3.10274	-0.591954
2016/11/5 15:52:57	-2.29166	-0.41751
2016/11/5 15:52:58	-3.02558	0.177772
2016/11/5 15:52:59	-3.30265	0.0821355
2016/11/5 15:53:00	-1.35632	-0.513225
2016/11/5 15:53:01	-2.51833	-0.362952
2016/11/5 15:53:02	-2.68462	-0.407592
2016/11/5 15:53:03	-2.18519	-0.858789
2016/11/5 15:53:04	-2.02397	-0.736225
2016/11/5 15:53:05	-3.13209	0.274096
2016/11/5 15:53:06	-2.55154	-0.731666
2016/11/5 15:53:07	-2.31085	-0.433594
2016/11/5 15:53:08	-2.48068	-0.52923
2016/11/5 15:53:09	-1.07226	-0.571766
2016/11/5 15:53:10	-2.68404	1.06374
2016/11/5 15:53:11	-2.46788	-0.637855
2016/11/5 15:53:12	-2.03426	0.264403
2016/11/5 15:53:13	-2.89701	-0.407038
2016/11/5 15:53:14	-1.75305	-0.636647
2016/11/5 15:53:15	-2.86899	-0.374801
2016/11/5 15:53:16	-2.62871	-0.676309
2016/11/5 15:53:17	-2.62215	-0.632876
2016/11/5 15:53:18	-2.88189	-0.47308
2016/11/5 15:53:19	-2.50911	1.42329
2016/11/5 15:53:20	-3.47404	-0.706436
2016/11/5 15:53:21	-3.31477	-0.574655
2016/11/5 15:53:22	-2.97446	-0.576877
2016/11/5 15:53:23	-2.93096	-0.266782
2016/11/5 15:53:24	-1.58615	-0.252493
2016/11/5 15:53:25	-3.05962	3.1223
2016/11/5 15:53:26	-2.65498	1.52639
2016/11/5 15:53:27	-1.99662	0.840664
2016/11/5 15:53:28	-3.95753	-0.66467
2016/11/5 15:53:29	-3.09123	-0.802787
2016/11/5 15:53:30	-1.26788	-0.850939
2016/11/5 15:53:31	-2.65829	-0.663066
2016/11/5 15:53:32	-3.65228	-0.218633
2016/11/5 15:53:33	-2.44881	-0.19818
2016/11/5 15:53:34	-3.08977	-0.21679
2016/11/5 15:53:35	-2.52034	3.73445
2016/11/5 15:53:36	-2.84189	0.026417
2016/11/5 15:53:37	-3.74469	-0.308447
2016/11/5 15:53:38	-3.86527	-0.677947
2016/11/5 15:53:39	-1.90595	-0.431603
2016/11/5 15:53:40	-2.61214	-0.673663
2016/11/5 15:53:41	-1.98504	-0.706098
2016/11/5 15:53:42	-2.33767	-0.963111
2016/11/5 15:53:43	-2.08427	-0.850648
2016/11/5 15:53:44	-0.778821	-0.707881
2016/11/5 15:53:45	-2.93571	-0.493672
2016/11/5 15:53:46	-2.36236	-0.805647
2016/11/5 15:53:47	-2.67428	-0.850715
2016/11/5 15:53:48	-1.25134	-0.853273
2016/11/5 15:53:49	-1.58199	-0.682582
2016/11/5 15:53:50	-2.18998	-0.767079
2016/11/5 15:53:51	-2.87428	-0.448836
2016/11/5 15:53:52	-2.54002	-1.0023
2016/11/5 15:53:53	-14.7707	3.97793
2016/11/5 15:53:54	-14.7766	3.97705
2016/11/5 15:53:55	-14.7826	3.97618
2016/11/5 15:53:56	-14.7885	3.9753
2016/11/5 15:53:57	-14.7945	3.97442
2016/11/5 15:53:58	-14.8004	3.97354
2016/11/5 15:53:59	-14.8064	3.97266
2016/11/5 15:54:00	-14.8123	3.97178
2016/11/5 15:54:01	-14.8183	3.9709
2016/11/5 15:54:02	-14.8242	3.97002
2016/11/5 15:54:03	-14.8302	3.96914
2016/11/5 15:54:04	-14.8361	3.96826
2016/11/5 15:54:05	-14.8421	3.96738
2016/11/5 15:54:06	-14.848	3.96651
2016/11/5 15:54:07	-14.854	3.96563
2016/11/5 15:54:08	-14.8599	3.96475
2016/11/5 15:54:09	-14.8658	3.96387
2016/11/5 15:54:10	-14.8718	3.96299
2016/11/5 15:54:11	-14.8777	3.96211
2016/11/5 15:54:12	-14.8837	3.96123
2016/11/5 15:54:13	-14.8896	3.96035
2016/11/5 15:54:14	-14.8956	3.95947
2016/11/5 15:54:15	-14.9015	3.95859
2016/11/5 15:54:16	-14.9075	3.95772
2016/11/5 15:54:17	-14.9134	3.95684
2016/11/5 15:54:18	-14.9194	3.95596
2016/11/5 15:54:19	-14.9253	3.95508
2016/11/5 15:54:20	-14.9313	3.9542
2016/11/5 15:54:21	-14.9372	3.95332
2016/11/5 15:54:22	-14.9432	3.95244
2016/11/5 15:54:23	-14.9491	3.95156
2016/11/5 15:54:24	-14.9551	3.95068
2016/11/5 15:54:25	-14.961	3.9498
2016/11/5 15:54:26	-14.9669	3.94892
2016/11/5 15:54:27	-14.9729	3.94805
2016/11/5 15:54:28	-14.9788	3.94717
2016/11/5 15:54:29	-14.9848	3.94629
2016/11/5 15:54:30	-14.9907	3.94541
2016/11/5 15:54:31	-14.9967	3.94453
2016/11/5 15:54:32	-15.0026	3.94365
2016/11/5 15:54:33	-15.0086	3.94277
2016/11/5 15:54:34	-15.0145	3.94189
2016/11/5 15:54:35	-15.0205	3.94101
2016/11/5 15:54:36	-15.0264	3.94013
2016/11/5 15:54:37	-15.0324	3.93925
2016/11/5 15:54:38	-15.0383	3.93838
2016/11/5 15:54:39	-15.0443	3.9375
2016/11/5 15:54:40	-15.0502	3.93662
2016/11/5 15:54:41	-15.0561	3.93574
2016/11/5 15:54:42	-15.0621	3.93486
2016/11/5 15:54:43	-15.068	3.93398
2016/11/5 15:54:44	-15.074	3.9331
2016/11/5 15:54:45	-15.0799	3.93222
2016/11/5 15:54:46	-15.0859	3.93134
2016/11/5 15:54:47	-15.0918	3.93046
2016/11/5 15:54:48	-15.0978	3.92958
2016/11/5 15:54:49	-15.1037	3.92871
2016/11/5 15:54:50	-15.1097	3.92783
2016/11/5 15:54:51	-15.1156	3.92695
2016/11/5 15:54:52	-15.1216	3.92607
2016/11/5 15:54:53	-15.1275	3.92519
2016/11/5 15:54:54	-15.1335	3.92431
2016/11/5 15:54:55	-15.1394	3.92343
2016/11/5 15:54:56	-15.1454	3.92255
2016/11/5 15:54:57	-15.1513	3.92167
2016/11/5 15:54:58	-15.1572	3.92079
2016/11/5 15:54:59	-15.1632	3.91991
2016/11/5 15:55:00	-15.1691	3.91904
2016/11/5 15:55:01	-15.1751	3.91816
2016/11/5 15:55:02	-15.181	3.91728
2016/11/5 15:55:03	-2.96225	-1.06471
2016/11/5 15:55:04	-4.13843	-1.81962
2016/11/5 15:55:05	-3.47232	-2.15775
2016/11/5 15:55:06	-3.27404	-2.14798
2016/11/5 15:55:07	-3.51534	-1.95656
2016/11/5 15:55:08	-3.49449	-1.98051
2016/11/5 15:55:09	-3.9546	-1.30778
2016/11/5 15:55:10	-3.64823	-1.98371
2016/11/5 15:55:11	-2.25891	-2.12246
2016/11/5 15:55:12	-2.70999	-2.05675
2016/11/5 15:55:13	-3.4942	-2.18535
2016/11/5 15:55:14	-3.37496	-0.753001
2016/11/5 15:55:15	-2.80883	-2.08799
2016/11/5 15:55:16	-3.66475	-2.16406
2016/11/5 15:55:17	-4.24235	-2.17901
2016/11/5 15:55:18	-1.36518	-2.11217
2016/11/5 15:55:19	-1.30527	-2.20134
2016/11/5 15:55:20	-3.21252	-2.13166
2016/11/5 15:55:21	6.73399	4.41834
2016/11/5 15:55:22	55.3056	51.8857
2016/11/5 15:55:23	35.8227	78.2624
2016/11/5 15:55:24	20.1136	26.0715
2016/11/5 15:55:25	4.69237	4.09847
2016/11/5 15:55:26	0.644801	1.52448
2016/11/5 15:55:27	0.705077	23.9049
2016/11/5 15:55:28	1.10715	5.29533
2016/11/5 15:55:29	2.43354	3.23174
2016/11/5 15:55:30	2.98912	10.3777
2016/11/5 15:55:31	12.1465	61.4973
2016/11/5 15:55:32	19.3427	81.239
2016/11/5 15:55:33	22.618	116.154
2016/11/5 15:55:34	31.1561	187.651
2016/11/5 15:55:35	37.8975	234.883
2016/11/5 15:55:36	46.0068	284.138
2016/11/5 15:55:37	49.8213	394.707
2016/11/5 15:55:38	61.1722	308.848
2016/11/5 15:55:39	69.8625	380.704
