current_fire_datetime	current_fire_Babs_bkg_fit	current_fire_Bscat_bkg_fit
2016/10/20 11:01:47	-1.95665	2.5736
2016/10/20 11:01:48	-2.21342	2.61326
2016/10/20 11:01:49	-0.321519	2.83256
2016/10/20 11:01:50	-0.900318	2.75998
2016/10/20 11:01:51	-0.610159	2.68277
2016/10/20 11:01:52	-0.146478	2.72078
2016/10/20 11:01:53	-2.11236	2.65898
2016/10/20 11:01:54	-2.20001	2.57773
2016/10/20 11:01:55	-1.87598	2.75193
2016/10/20 11:01:56	-2.62317	2.77648
2016/10/20 11:01:57	-1.07844	3.17144
2016/10/20 11:01:58	-1.23493	2.66524
2016/10/20 11:01:59	-2.8578	2.81645
2016/10/20 11:02:00	-0.627271	2.65971
2016/10/20 11:02:01	-0.929153	2.66998
2016/10/20 11:02:02	-1.74153	2.59589
2016/10/20 11:02:03	-1.77608	2.6722
2016/10/20 11:02:04	-1.11965	2.56853
2016/10/20 11:02:05	-2.57192	2.58192
2016/10/20 11:02:06	-1.34292	2.65818
2016/10/20 11:02:07	-0.956329	2.73159
2016/10/20 11:02:08	-0.86484	2.53451
2016/10/20 11:02:09	-1.2479	2.74532
2016/10/20 11:02:10	-0.516944	2.59096
2016/10/20 11:02:11	-1.79868	2.65091
2016/10/20 11:02:12	-1.3607	2.65973
2016/10/20 11:02:13	-0.505354	2.6249
2016/10/20 11:02:14	-2.46275	2.61135
2016/10/20 11:02:15	-1.68431	2.64411
2016/10/20 11:02:16	-1.25347	8.12382
2016/10/20 11:02:17	-0.862176	2.85892
2016/10/20 11:02:18	-0.94598	2.5339
2016/10/20 11:02:19	-1.3418	2.56017
2016/10/20 11:02:20	-2.13257	2.52413
2016/10/20 11:02:21	-1.19275	2.5772
2016/10/20 11:02:22	-0.954595	2.66208
2016/10/20 11:02:23	-0.916024	2.59635
2016/10/20 11:02:24	-2.33741	2.58135
2016/10/20 11:02:25	-1.08479	2.54925
2016/10/20 11:02:26	-0.783646	2.51252
2016/10/20 11:02:27	-2.72212	2.8307
2016/10/20 11:02:28	-0.771322	2.732
2016/10/20 11:02:29	-0.742637	2.47064
2016/10/20 11:02:30	-0.95669	2.56719
2016/10/20 11:02:31	-0.816983	2.56023
2016/10/20 11:02:32	-0.90335	2.52638
2016/10/20 11:02:33	-1.08646	2.59187
2016/10/20 11:02:34	-0.372106	2.61276
2016/10/20 11:02:35	-1.85813	2.49975
2016/10/20 11:02:36	-1.77091	2.52269
2016/10/20 11:02:37	-0.624188	2.52333
2016/10/20 11:02:38	-1.66118	2.49314
2016/10/20 11:02:39	-2.49877	2.53903
2016/10/20 11:02:40	-2.38005	2.82922
2016/10/20 11:02:41	-1.99261	2.50118
2016/10/20 11:02:42	-1.02349	2.54759
2016/10/20 11:02:43	-1.13256	2.60227
