Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,00:09:45.00,00:09:41.00,1,220,92,0:09:45  ,0:09:41  ,0:07:41  ,158.0,172.0,104.46867678158472,--,--,73.68192771084338,--
2,00:10:05.00,00:10:00.00,1,266,3,0:10:05  ,0:10:00  ,0:07:47  ,160.0,166.0,99.75247722026731,--,--,70.679,--
3,00:11:03.00,00:10:58.00,1,318,85,0:11:03  ,0:10:58  ,0:08:21  ,160.0,174.0,91.02601616630727,--,--,69.99969604863222,--
4,00:12:12.00,00:12:05.00,1,390,0,0:12:12  ,0:12:05  ,0:10:41  ,156.0,162.0,84.5596871490286,--,--,71.6,--
5,00:13:50.00,00:13:45.00,1,499,0,0:13:50  ,0:13:45  ,0:12:28  ,154.0,160.0,75.54404471070157,--,--,71.6,--
6,00:09:28.00,00:09:28.00,1,144,164,0:09:28  ,0:09:28  ,0:06:05  ,162.0,184.0,104.9387040832233,--,--,69.92653778558875,--
7,00:08:26.00,00:08:21.00,1,46,371,0:08:26  ,0:08:21  ,0:06:13  ,166.0,186.0,114.95832890758935,--,--,68.0,--
8,00:08:44.00,00:08:42.00,1,66,285,0:08:44  ,0:08:42  ,0:06:14  ,166.0,194.0,111.00937867793934,--,--,68.02413793103449,--
9,00:10:08.00,00:10:07.00,1,184,203,0:10:08  ,0:10:07  ,0:06:40  ,162.0,188.0,98.03484197248493,--,--,68.94003294892916,--
10,00:11:47.00,00:11:42.00,1,285,164,0:11:47  ,0:11:42  ,0:07:04  ,158.0,186.0,86.44155009508778,--,--,68.76923076923077,--
11,00:11:01.00,00:10:52.00,1,223,95,0:11:01  ,0:10:52  ,0:07:52  ,158.0,172.0,92.45714964784727,--,--,68.0,--
12,00:13:22.00,00:13:07.00,1,354,0,0:13:22  ,0:13:07  ,0:10:30  ,150.0,164.0,80.26633245986596,--,--,70.02864259028642,--
13,00:08:05.00,00:08:02.00,1,56,397,0:08:05  ,0:08:02  ,0:06:27  ,164.0,176.0,121.39853903598032,--,--,70.53941908713693,--
14,00:06:59.00,00:06:55.00,1,0,443,0:06:59  ,0:06:55  ,0:06:21  ,168.0,176.0,137.17524427380775,--,--,69.80000000000001,--
15,00:07:05.00,00:07:00.00,1,0,417,0:07:05  ,0:07:00  ,0:06:39  ,166.0,178.0,136.86803394644755,--,--,68.41571428571429,--
16,00:09:22.00,00:09:16.00,1,89,171,0:09:22  ,0:09:16  ,0:07:16  ,160.0,172.0,107.38478419619521,--,--,69.58309352517986,--
17,00:09:50.00,00:09:47.00,1,98,243,0:09:50  ,0:09:47  ,0:07:26  ,158.0,170.0,103.58334901224924,--,--,71.79931856899489,--
18,00:02:08.70,00:02:07.00,0.31,3,108,0:06:50  ,0:06:47  ,0:06:36  ,166.0,176.0,141.57543341604116,--,--,75.02992125984252,--
Summary,02:53:28.00,02:53:13.00,17.32,3261,3268,0:10:01  ,0:10:00  ,0:06:05  ,160.0,194.0,100.25737254875497,--,--,70.10850225766164,2460
