Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,00:09:08.00,00:09:08.00,1,69,115,0:09:08  ,0:09:08  ,0:06:02  ,162.0,176.0,108.76858379428984,--,--,62.91147540983607,--
2,00:09:46.00,00:09:40.00,1,210,39,0:09:46  ,0:09:40  ,0:08:19  ,162.0,172.0,101.7153309202574,--,--,56.62586206896552,--
3,00:13:57.00,00:13:57.00,1,646,0,0:13:57  ,0:13:57  ,0:09:28  ,138.0,180.0,83.59773340711197,--,--,53.03146603098927,--
4,00:10:02.00,00:10:00.00,1,266,207,0:10:02  ,0:10:00  ,0:06:09  ,156.0,176.0,102.8200847061278,--,--,53.336,--
5,00:09:02.00,00:09:02.00,1,197,141,0:09:02  ,0:09:02  ,0:06:15  ,158.0,176.0,112.75678213510527,--,--,52.82619926199262,--
6,00:07:59.00,00:07:55.00,1,30,574,0:07:59  ,0:07:55  ,0:05:09  ,166.0,200.0,121.43823471240127,--,--,52.33052631578947,--
7,00:08:52.00,00:08:52.00,1,157,197,0:08:52  ,0:08:52  ,0:04:30  ,160.0,190.0,113.44031713958968,--,--,57.04465290806755,--
8,00:06:40.00,00:06:18.00,1,13,423,0:06:40  ,0:06:18  ,0:04:29  ,168.0,234.0,143.69106837681363,--,--,55.203553299492384,--
9,00:07:59.00,00:07:55.00,1,56,75,0:07:59  ,0:07:55  ,0:06:07  ,168.0,174.0,119.99254144201555,--,--,53.433263157894736,--
10,00:08:42.00,00:08:37.00,1,125,66,0:08:42  ,0:08:37  ,0:06:30  ,164.0,182.0,112.79366174798939,--,--,52.14468085106383,--
11,00:09:25.00,00:09:21.00,1,194,72,0:09:25  ,0:09:21  ,0:07:38  ,164.0,176.0,104.20936536716896,--,--,49.15935828877005,--
12,00:08:32.00,00:08:30.00,1,108,121,0:08:32  ,0:08:30  ,0:07:05  ,166.0,176.0,113.61116099070354,--,--,50.28235294117647,--
13,00:09:35.00,00:09:34.00,1,141,187,0:09:35  ,0:09:34  ,0:06:14  ,150.0,178.0,111.95408457880436,--,--,50.99721254355401,--
14,00:11:04.00,00:11:02.00,1,282,138,0:11:04  ,0:11:02  ,0:06:22  ,160.0,216.0,90.88892879256282,--,--,51.24531722054381,--
15,00:09:33.00,00:09:30.00,1,148,233,0:09:33  ,0:09:30  ,0:06:39  ,154.0,174.0,109.42680123888708,--,--,50.922105263157896,--
16,00:07:48.00,00:07:43.00,1,7,318,0:07:48  ,0:07:43  ,0:06:37  ,166.0,176.0,124.29255219495772,--,--,57.23887688984881,--
17,00:10:57.00,00:10:57.00,1,289,180,0:10:57  ,0:10:57  ,0:08:02  ,154.0,234.0,95.43615998460017,--,--,54.34407294832827,--
18,00:11:24.00,00:11:23.00,1,184,197,0:11:24  ,0:11:23  ,0:07:33  ,152.0,240.0,92.8751134476173,--,--,54.57247437774524,--
19,00:11:12.00,00:11:10.00,1,167,128,0:11:12  ,0:11:10  ,0:09:24  ,154.0,180.0,93.30588855637248,--,--,59.96716417910448,--
20,00:12:16.00,00:12:16.00,1,190,226,0:12:16  ,0:12:16  ,0:08:47  ,150.0,174.0,87.46412857719089,--,--,64.98860244233379,--
21,00:10:27.00,00:10:20.00,1,141,144,0:10:27  ,0:10:20  ,0:07:41  ,158.0,244.0,97.47077498760297,--,--,62.620322580645166,--
22,00:13:38.00,00:13:38.00,1,315,43,0:13:38  ,0:13:38  ,0:09:32  ,136.0,246.0,86.79742372826365,--,--,60.25714285714285,--
23,00:10:07.00,00:10:06.00,1,108,295,0:10:07  ,0:10:06  ,0:08:15  ,158.0,174.0,100.68233264782052,--,--,61.7980198019802,--
24,00:12:31.00,00:12:30.00,1,213,194,0:12:31  ,0:12:30  ,0:06:13  ,130.0,176.0,98.90443301159351,--,--,66.5624,--
25,00:11:56.00,00:11:51.00,1,187,56,0:11:56  ,0:11:51  ,0:08:14  ,158.0,170.0,85.35499429780316,--,--,59.42025316455696,--
26,00:11:24.00,00:11:24.00,1,75,187,0:11:24  ,0:11:24  ,0:09:16  ,150.0,186.0,94.11344829358552,--,--,58.72105263157894,--
27,00:09:41.00,00:09:40.00,1,33,200,0:09:41  ,0:09:40  ,0:07:47  ,156.0,186.0,106.53647330996377,--,--,60.22275862068966,--
28,00:02:04.110,00:02:04.00,0.21,43,3,0:10:01  ,0:10:00  ,0:09:09  ,164.0,170.0,97.90587124210852,--,--,59.91451612903226,--
Summary,04:35:54.00,04:35:40.00,27.21,4639,4806,0:10:08  ,0:10:08  ,0:04:30  ,154.0,246.0,102.02042661858877,--,--,56.72184102440203,4023
