Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,00:08:09.00,00:08:07.00,1,10,30,0:08:09  ,0:08:07  ,0:06:48  ,164.0,172.0,120.40550395184144,--,--,88.39137577002053,--
2,00:08:19.00,00:08:15.00,1,3,16,0:08:19  ,0:08:15  ,0:07:03  ,166.0,172.0,116.57097079607257,--,--,91.38909090909091,--
3,00:08:24.00,00:08:19.00,1,7,7,0:08:24  ,0:08:19  ,0:07:47  ,166.0,172.0,115.41451275246072,--,--,88.48176352705411,--
4,00:08:22.00,00:08:21.00,1,7,16,0:08:22  ,0:08:21  ,0:07:52  ,168.0,172.0,114.49487520064832,--,--,88.44311377245509,--
5,00:08:11.00,00:08:11.00,1,20,0,0:08:11  ,0:08:11  ,0:04:56  ,166.0,174.0,118.47029414916538,--,--,86.80853658536586,--
6,00:08:26.00,00:08:25.00,1,7,10,0:08:26  ,0:08:25  ,0:05:51  ,166.0,172.0,114.95832890758935,--,--,86.0,--
7,00:08:28.00,00:08:22.00,1,26,7,0:08:28  ,0:08:22  ,0:07:55  ,166.0,172.0,114.50573706149648,--,--,86.60597609561754,--
8,00:09:01.00,00:08:58.00,1,20,7,0:09:01  ,0:08:58  ,0:07:42  ,160.0,172.0,111.55313995981832,--,--,89.864312267658,--
9,00:08:20.00,00:08:19.00,1,23,7,0:08:20  ,0:08:19  ,0:07:10  ,164.0,172.0,117.75658286490092,--,--,88.737875751503,--
10,00:08:24.00,00:08:24.00,1,33,0,0:08:24  ,0:08:24  ,0:06:57  ,162.0,172.0,118.26425380807706,--,--,88.42857142857143,--
11,00:08:08.00,00:08:01.00,1,7,30,0:08:08  ,0:08:01  ,0:05:40  ,164.0,186.0,120.65223654190669,--,--,90.73762993762993,--
12,00:07:37.00,00:07:36.00,1,10,0,0:07:37  ,0:07:36  ,0:06:30  ,166.0,172.0,127.28427664603986,--,--,87.87105263157895,--
13,00:07:56.00,00:07:49.00,1,33,10,0:07:56  ,0:07:49  ,0:07:27  ,162.0,168.0,125.22097462031687,--,--,86.3223880597015,--
14,00:02:12.80,00:02:11.00,0.3,3,0,0:07:17  ,0:07:14  ,0:06:50  ,162.0,166.0,136.1913054777942,--,--,84.2,--
Summary,01:50:03.00,01:50:04.00,13.3,223,151,0:08:16  ,0:08:16  ,0:05:41  ,164.0,186.0,118.33622639539342,--,--,88.23964264082375,2034
