Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,00:08:09.00,00:08:04.00,1,285,33,0:08:09  ,0:08:04  ,0:06:51  ,168.0,178.0,117.53870623870235,--,--,61.521487603305786,--
2,00:08:57.00,00:08:56.00,1,230,23,0:08:57  ,0:08:56  ,0:07:13  ,164.0,170.0,109.6430008053081,--,--,62.31455223880597,--
3,00:07:17.00,00:07:17.00,1,10,148,0:07:17  ,0:07:17  ,0:06:46  ,164.0,174.0,134.73293233970355,--,--,65.87871853546912,--
4,00:07:51.00,00:07:42.00,1,59,82,0:07:51  ,0:07:42  ,0:06:51  ,164.0,172.0,125.00698817930032,--,--,64.27922077922078,--
5,00:07:27.00,00:07:26.00,1,79,269,0:07:27  ,0:07:26  ,0:05:55  ,166.0,172.0,130.13179961351278,--,--,64.95695067264575,--
6,00:07:23.00,00:07:21.00,1,0,128,0:07:23  ,0:07:21  ,0:06:55  ,166.0,172.0,131.306804576163,--,--,66.15102040816326,--
7,00:07:58.00,00:07:54.00,1,39,36,0:07:58  ,0:07:54  ,0:07:19  ,166.0,174.0,121.69228959673684,--,--,65.48607594936709,--
8,00:07:59.00,00:07:58.00,1,112,157,0:07:59  ,0:07:58  ,0:06:42  ,164.0,170.0,122.91918879425982,--,--,64.16276150627615,--
9,00:07:48.00,00:07:45.00,1,13,79,0:07:48  ,0:07:45  ,0:06:58  ,164.0,170.0,125.80831502660355,--,--,66.81935483870967,--
10,00:08:04.00,00:08:00.00,1,0,16,0:08:04  ,0:08:00  ,0:07:44  ,164.0,168.0,121.6493624637406,--,--,64.4,--
11,00:07:58.00,00:07:57.00,1,0,30,0:07:58  ,0:07:57  ,0:07:44  ,164.0,170.0,123.17634190889217,--,--,67.75471698113208,--
12,00:08:03.00,00:08:00.00,1,0,16,0:08:03  ,0:08:00  ,0:07:32  ,164.0,168.0,121.90122449782703,--,--,68.3075,--
13,00:07:58.00,00:07:57.00,1,13,23,0:07:58  ,0:07:57  ,0:07:24  ,164.0,176.0,123.17634190889217,--,--,67.7622641509434,--
14,00:00:58.60,00:00:55.00,0.15,0,0,0:06:18  ,0:05:58  ,0:06:10  ,166.0,180.0,153.7981049153307,--,--,68.0,--
Summary,01:43:57.00,01:43:58.00,13.16,856,1060,0:07:54  ,0:07:54  ,0:05:56  ,164.0,180.0,123.72550369293114,--,--,65.34876563000962,2029
