Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,00:10:31.00,00:10:25.00,1,184,0,0:10:31  ,0:10:25  ,0:08:58  ,166.0,174.0,92.18528435378798,--,--,81.824,--
2,00:10:11.00,00:10:11.00,1,157,13,0:10:11  ,0:10:11  ,0:08:54  ,164.0,172.0,96.36381576505804,--,--,78.61470588235295,--
3,00:11:10.00,00:11:05.00,1,236,0,0:11:10  ,0:11:05  ,0:10:11  ,160.0,166.0,90.07499808695778,--,--,75.58165413533834,--
4,00:11:34.00,00:11:27.00,1,272,0,0:11:34  ,0:11:27  ,0:10:20  ,158.0,166.0,88.06077221502457,--,--,78.02445414847162,--
5,00:12:26.00,00:12:23.00,1,279,0,0:12:26  ,0:12:23  ,0:10:24  ,156.0,162.0,82.97277613014604,--,--,78.98654104979812,--
6,00:13:35.00,00:13:29.00,1,328,0,0:13:35  ,0:13:29  ,0:10:54  ,156.0,166.0,75.9480871080846,--,--,79.67218788627936,--
7,00:12:12.00,00:12:07.00,1,138,10,0:12:12  ,0:12:07  ,0:11:01  ,158.0,164.0,83.48931136233205,--,--,84.82145804676753,--
8,00:12:13.00,00:12:12.00,1,236,0,0:12:13  ,0:12:12  ,0:10:57  ,156.0,162.0,84.44432604787032,--,--,75.9155737704918,--
9,00:14:38.00,00:14:38.00,1,328,0,0:14:38  ,0:14:38  ,0:11:25  ,152.0,162.0,72.35373302752873,--,--,77.11672354948806,--
10,00:13:57.00,00:13:50.00,1,233,13,0:13:57  ,0:13:50  ,0:10:54  ,154.0,160.0,74.91225461156786,--,--,75.47325301204819,--
11,00:11:02.00,00:10:51.00,1,26,213,0:11:02  ,0:10:51  ,0:08:26  ,150.0,170.0,97.24108554805514,--,--,82.95786259541984,--
12,00:09:51.00,00:09:48.00,1,0,351,0:09:51  ,0:09:48  ,0:08:17  ,156.0,166.0,104.7338257074263,--,--,86.6826530612245,--
13,00:10:24.00,00:10:20.00,1,0,226,0:10:24  ,0:10:20  ,0:09:11  ,156.0,162.0,99.19501761712971,--,--,85.75903225806452,--
14,00:12:05.00,00:12:02.00,1,10,135,0:12:05  ,0:12:02  ,0:09:47  ,154.0,162.0,86.48490635845836,--,--,85.58116343490305,--
15,00:14:31.00,00:14:02.00,1,7,322,0:14:31  ,0:14:02  ,0:10:10  ,120.0,162.0,92.38461342252081,--,--,82.95940366972476,--
16,00:10:36.00,00:10:34.00,1,0,269,0:10:36  ,0:10:34  ,0:08:53  ,154.0,164.0,98.58735394635582,--,--,84.73659305993692,--
17,00:10:18.00,00:10:16.00,1,0,272,0:10:18  ,0:10:16  ,0:05:30  ,156.0,164.0,100.158076040597,--,--,81.53506493506494,--
18,00:11:32.00,00:11:12.00,1,0,249,0:11:32  ,0:11:12  ,0:09:44  ,150.0,160.0,93.02543155030708,--,--,81.52869565217392,--
19,00:12:16.00,00:12:07.00,1,13,154,0:12:16  ,0:12:07  ,0:10:12  ,154.0,160.0,85.19233302973139,--,--,82.02118294360386,--
20,00:11:21.220,00:11:19.00,1,0,171,0:11:20  ,0:11:18  ,0:09:54  ,154.0,160.0,92.14713538029825,--,--,83.43652430044183,--
Summary,03:56:32.00,03:55:40.00,20.01,2467,2415,0:11:49  ,0:11:47  ,0:06:44  ,154.0,174.0,88.6492224915477,--,--,80.99799887260428,2869
