Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,00:08:13.00,00:08:12.00,1,49,95,0:08:13  ,0:08:12  ,0:05:49  ,172.0,180.0,113.8737652120604,--,--,77.8780487804878,--
2,00:09:45.00,00:09:42.00,1,213,30,0:09:45  ,0:09:42  ,0:08:14  ,170.0,176.0,97.09441724406108,--,--,73.88247422680412,--
3,00:13:47.00,00:13:46.00,1,584,23,0:13:47  ,0:13:46  ,0:05:27  ,154.0,222.0,75.81808598534741,--,--,65.08996372430471,--
4,00:10:20.00,00:10:16.00,1,318,59,0:10:20  ,0:10:16  ,0:05:24  ,160.0,176.0,97.33911083590601,--,--,64.55170178282009,--
5,00:07:47.00,00:07:46.00,1,82,230,0:07:47  ,0:07:46  ,0:05:45  ,168.0,180.0,123.07586156472259,--,--,65.97596566523606,--
6,00:08:37.00,00:08:37.00,1,95,459,0:08:37  ,0:08:37  ,0:06:36  ,166.0,190.0,112.51240701593852,--,--,67.25145067698259,--
7,00:08:06.00,00:08:05.00,1,105,367,0:08:06  ,0:08:05  ,0:04:50  ,166.0,186.0,119.68912433588521,--,--,68.38969072164949,--
8,00:07:16.00,00:07:08.00,1,20,269,0:07:16  ,0:07:08  ,0:05:13  ,170.0,188.0,130.27576625636635,--,--,67.28084112149533,--
9,00:08:26.00,00:08:26.00,1,59,49,0:08:26  ,0:08:26  ,0:07:34  ,170.0,180.0,112.25342705094019,--,--,68.25612648221343,--
10,00:08:05.00,00:08:01.00,1,69,79,0:08:05  ,0:08:01  ,0:06:32  ,170.0,178.0,117.11388471706337,--,--,69.85239085239085,--
11,00:01:19.260,00:01:18.00,0.15,30,0,0:08:39  ,0:08:31  ,0:07:24  ,172.0,180.0,108.1148826979559,--,--,69.75384615384615,--
Summary,01:31:45.00,01:31:43.00,10.15,1640,1673,0:09:02  ,0:09:02  ,0:04:56  ,166.0,222.0,107.02565416631195,--,--,68.62942779291552,1520
