Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,00:08:20.00,00:08:12.00,1,20,217,0:08:20  ,0:08:12  ,0:07:44  ,162.0,166.0,119.21036783854166,--,--,87.87287449392713,--
2,00:08:13.00,00:08:12.00,1,0,164,0:08:13  ,0:08:12  ,0:07:05  ,162.0,166.0,120.903009978237,--,--,86.99878048780488,--
3,00:08:52.00,00:08:49.00,1,3,98,0:08:52  ,0:08:49  ,0:08:29  ,164.0,168.0,110.67348013618505,--,--,88.46011342155009,--
4,00:08:31.00,00:08:31.00,1,0,66,0:08:31  ,0:08:31  ,0:08:09  ,162.0,166.0,116.64419553673353,--,--,88.176171875,--
5,00:09:42.00,00:09:41.00,1,62,62,0:09:42  ,0:09:41  ,0:08:03  ,158.0,166.0,105.0071751155104,--,--,86.74044750430292,--
6,00:11:11.00,00:11:06.00,1,207,10,0:11:11  ,0:11:06  ,0:08:58  ,160.0,164.0,89.94075814942134,--,--,86.21351351351352,--
7,00:10:31.00,00:10:31.00,1,154,20,0:10:31  ,0:10:31  ,0:08:46  ,160.0,166.0,95.64223251705502,--,--,85.48757225433526,--
8,00:09:24.00,00:09:20.00,1,20,69,0:09:24  ,0:09:20  ,0:08:39  ,162.0,166.0,105.68295021147311,--,--,85.235,--
9,00:09:14.00,00:09:08.00,1,13,36,0:09:14  ,0:09:08  ,0:08:56  ,162.0,166.0,107.5905846918246,--,--,86.83759124087592,--
10,00:09:20.00,00:09:15.00,1,13,52,0:09:20  ,0:09:15  ,0:07:12  ,160.0,166.0,107.76830128261021,--,--,88.35783783783783,--
11,00:09:23.00,00:09:20.00,1,52,0,0:09:23  ,0:09:20  ,0:08:53  ,160.0,166.0,107.194047456948,--,--,88.21464285714286,--
12,00:09:13.00,00:09:08.00,1,30,3,0:09:13  ,0:09:08  ,0:08:51  ,160.0,162.0,109.13245699504832,--,--,88.61459854014598,--
13,00:10:05.00,00:09:58.00,1,66,30,0:10:05  ,0:09:58  ,0:08:57  ,160.0,166.0,99.75247722026731,--,--,87.12274247491638,--
14,00:09:10.00,00:09:10.00,1,3,200,0:09:10  ,0:09:10  ,0:08:20  ,160.0,166.0,109.72772494229403,--,--,91.6029090909091,--
15,00:09:21.00,00:09:15.00,1,26,197,0:09:21  ,0:09:15  ,0:07:54  ,158.0,164.0,108.9379249861445,--,--,93.08,--
16,00:10:35.00,00:10:31.00,1,92,0,0:10:35  ,0:10:31  ,0:09:38  ,160.0,164.0,95.03976176104209,--,--,90.66402535657686,--
17,00:10:39.00,00:10:36.00,1,79,0,0:10:39  ,0:10:36  ,0:09:33  ,160.0,164.0,94.44483367490096,--,--,85.3801886792453,--
18,00:11:02.00,00:11:02.00,1,98,0,0:11:02  ,0:11:02  ,0:09:50  ,158.0,162.0,92.31748627979918,--,--,83.70316742081448,--
19,00:12:07.00,00:12:01.00,1,171,7,0:12:07  ,0:12:01  ,0:08:26  ,156.0,162.0,85.14125308540432,--,--,83.70568654646326,--
20,00:07:40.250,00:07:33.00,0.58,157,13,0:13:09  ,0:12:57  ,0:09:15  ,156.0,166.0,78.41808504144382,--,--,85.80927152317881,--
Summary,03:12:41.00,03:13:44.00,19.59,1283,1266,0:09:50  ,0:09:53  ,0:07:06  ,160.0,168.0,102.2559532493675,--,--,87.29960433511096,2965
