Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,00:06:48.00,00:06:47.00,1,23,39,0:06:48  ,0:06:47  ,0:03:09  ,168.0,176.0,140.8735964478565,--,--,71.83439803439803,--
2,00:07:16.00,00:07:15.00,1,7,36,0:07:16  ,0:07:15  ,0:06:22  ,168.0,176.0,131.82666823560882,--,--,69.39448275862068,--
3,00:07:30.00,00:07:26.00,1,0,26,0:07:30  ,0:07:26  ,0:06:59  ,168.0,174.0,127.72539411272321,--,--,65.2677130044843,--
4,00:07:17.00,00:07:16.00,1,7,26,0:07:17  ,0:07:16  ,0:05:15  ,168.0,172.0,131.52500537923444,--,--,62.6,--
5,00:07:34.00,00:07:34.00,1,16,7,0:07:34  ,0:07:34  ,0:06:34  ,168.0,174.0,126.60006024388863,--,--,62.6,--
6,00:07:52.00,00:07:51.00,1,16,7,0:07:52  ,0:07:51  ,0:07:01  ,166.0,174.0,123.23922548144112,--,--,63.005095541401275,--
7,00:07:50.00,00:07:49.00,1,20,7,0:07:50  ,0:07:49  ,0:07:14  ,168.0,172.0,122.29027095899032,--,--,61.75948827292111,--
8,00:07:48.00,00:07:38.00,1,46,0,0:07:48  ,0:07:38  ,0:07:14  ,164.0,172.0,125.80831502660355,--,--,60.26738660907128,--
9,00:07:40.00,00:07:40.00,1,10,20,0:07:40  ,0:07:40  ,0:07:11  ,166.0,172.0,126.45416179834828,--,--,60.8,--
10,00:00:02.70,--,0.01,0,0,0:04:46  ,--,0:07:41  ,162.0,162.0,208.26625011113086,--,--,--,--
Summary,01:07:40.00,01:07:38.00,9.01,161,174,0:07:30  ,0:07:30  ,0:03:09  ,168.0,176.0,128.2959859020611,--,--,64.02387398474033,1382
