Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,00:08:45.00,00:08:43.00,1,154,20,0:08:45  ,0:08:43  ,0:07:23  ,166.0,176.0,110.7979322423623,--,--,79.48833652007647,--
2,00:11:38.00,00:11:38.00,1,344,0,0:11:38  ,0:11:38  ,0:08:48  ,160.0,168.0,86.46167438146378,--,--,74.64635193133049,--
3,00:09:01.00,00:08:58.00,1,3,384,0:09:01  ,0:08:58  ,0:07:01  ,158.0,176.0,112.96520502260083,--,--,70.07948243992607,--
4,00:07:22.00,00:07:18.00,1,7,213,0:07:22  ,0:07:18  ,0:06:28  ,166.0,178.0,131.6038787946611,--,--,69.06438356164384,--
5,00:00:09.150,00:00:05.00,0.02,3,0,0:07:33  ,0:04:07  ,0:08:40  ,166.0,166.0,128.26388534228573,--,--,69.80000000000001,--
Summary,00:36:57.00,00:36:55.00,4.02,518,620,0:09:11  ,0:09:11  ,0:06:29  ,162.0,178.0,107.88247659665315,--,--,73.54120829576195,598
