Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,00:08:58.00,00:08:54.00,1,138,59,0:08:58  ,0:08:54  ,0:06:06  ,166.0,174.0,108.12065878669183,--,--,71.01348314606741,--
2,00:09:44.00,00:09:43.00,1,167,46,0:09:44  ,0:09:43  ,0:08:01  ,164.0,174.0,100.81899217885353,--,--,65.04219554030875,--
3,00:08:11.00,00:08:08.00,1,49,141,0:08:11  ,0:08:08  ,0:07:24  ,166.0,174.0,118.47029414916538,--,--,62.924590163934425,--
4,00:08:54.00,00:08:54.00,1,105,217,0:08:54  ,0:08:54  ,0:07:38  ,164.0,172.0,110.2589727199447,--,--,60.28859813084112,--
5,00:11:10.00,00:11:04.00,1,351,3,0:11:10  ,0:11:04  ,0:09:16  ,164.0,170.0,87.87804691410517,--,--,56.89638554216867,--
6,00:08:47.00,00:08:47.00,1,36,328,0:08:47  ,0:08:47  ,0:07:17  ,162.0,170.0,113.10281578609265,--,--,57.544318181818184,--
7,00:08:34.00,00:08:32.00,1,69,194,0:08:34  ,0:08:32  ,0:07:23  ,166.0,172.0,113.16909421642065,--,--,58.015625,--
8,00:12:20.00,00:12:20.00,1,276,157,0:12:20  ,0:12:20  ,0:08:39  ,156.0,170.0,83.64552836903911,--,--,59.55627530364373,--
9,00:10:58.00,00:10:54.00,1,154,144,0:10:58  ,0:10:54  ,0:08:14  ,160.0,176.0,91.71770321924274,--,--,56.67155963302753,--
10,00:11:42.00,00:11:39.00,1,108,138,0:11:42  ,0:11:39  ,0:08:57  ,156.0,180.0,88.17334899300418,--,--,54.8,--
11,00:11:18.00,00:11:11.00,1,131,226,0:11:18  ,0:11:11  ,0:08:32  ,152.0,170.0,93.69701710644577,--,--,53.91513353115727,--
12,00:10:40.00,00:10:38.00,1,256,59,0:10:40  ,0:10:38  ,0:07:22  ,162.0,172.0,93.13309987386069,--,--,53.58878504672897,--
13,00:11:42.00,00:11:39.00,1,292,69,0:11:42  ,0:11:39  ,0:08:48  ,162.0,170.0,84.9076694006707,--,--,50.64377682403433,--
14,00:08:57.00,00:08:57.00,1,3,335,0:08:57  ,0:08:57  ,0:07:42  ,160.0,170.0,112.38407582544082,--,--,50.79480519480519,--
15,00:10:38.00,00:10:32.00,1,246,102,0:10:38  ,0:10:32  ,0:08:23  ,164.0,174.0,92.28572324835496,--,--,49.64683544303797,--
16,00:09:17.00,00:09:17.00,1,112,62,0:09:17  ,0:09:17  ,0:07:20  ,164.0,176.0,105.7060887476669,--,--,52.775942549371635,--
17,00:08:33.00,00:08:32.00,1,52,161,0:08:33  ,0:08:32  ,0:07:10  ,166.0,176.0,113.38969673925968,--,--,47.4546875,--
18,00:08:36.00,00:08:29.00,1,49,144,0:08:36  ,0:08:29  ,0:07:17  ,168.0,174.0,111.38842509830513,--,--,43.85029469548134,--
19,00:00:17.70,00:00:17.00,0.03,16,0,0:09:10  ,0:09:08  ,0:08:22  ,174.0,176.0,100.82217388784154,--,--,42.8,--
Summary,02:59:25.00,02:59:23.00,18.03,2651,2615,0:09:57  ,0:09:57  ,0:06:45  ,162.0,180.0,99.76716268196155,--,--,55.76200557103064,2697
