Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,00:09:10.00,00:09:04.00,1,85,102,0:09:10  ,0:09:04  ,0:07:54  ,160.0,170.0,109.72772494229403,--,--,92.17426470588235,--
2,00:10:10.00,00:10:10.00,1,177,13,0:10:10  ,0:10:10  ,0:08:12  ,156.0,166.0,101.47162457883434,--,--,94.41080196399346,--
3,00:14:46.00,00:14:32.00,1,436,7,0:14:46  ,0:14:32  ,0:09:31  ,138.0,162.0,78.97438246247486,--,--,89.96123853211009,--
4,00:15:14.00,00:15:11.00,1,420,16,0:15:14  ,0:15:11  ,0:08:50  ,124.0,208.0,85.19834646468796,--,--,86.58485181119649,--
5,00:14:13.00,00:14:05.00,1,361,171,0:14:13  ,0:14:05  ,0:08:54  ,140.0,206.0,80.85781104439688,--,--,84.87100591715978,--
6,00:11:08.00,00:11:08.00,1,82,413,0:11:08  ,0:11:08  ,0:08:19  ,146.0,240.0,99.00787255887413,--,--,82.4,--
7,00:11:40.00,00:11:34.00,1,108,367,0:11:40  ,0:11:34  ,0:09:13  ,152.0,176.0,90.75225371167176,--,--,82.80201729106628,--
8,00:11:02.00,00:11:02.00,1,135,276,0:11:02  ,0:11:02  ,0:08:29  ,160.0,182.0,91.16351770130169,--,--,84.35203619909502,--
9,00:08:36.00,00:08:35.00,1,10,381,0:08:36  ,0:08:35  ,0:05:54  ,162.0,178.0,115.51392232416828,--,--,84.22446601941748,--
10,00:03:42.20,00:03:37.00,0.41,7,75,0:09:00  ,0:08:48  ,0:08:03  ,162.0,168.0,110.32039065517132,--,--,86.0,--
Summary,01:49:47.00,01:49:47.00,9.41,1831,1834,0:11:40  ,0:11:40  ,0:06:12  ,146.0,240.0,93.1732233565999,--,--,86.75011386063458,1324
