Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,00:09:29.00,00:09:26.00,1,2024,43,0:09:29  ,0:09:26  ,0:08:24  ,164.0,172.0,103.47678634877057,--,--,71.00952380952381,--
2,00:09:02.00,00:08:58.00,1,92,13,0:09:02  ,0:08:58  ,0:08:33  ,164.0,170.0,108.63153400821118,--,--,74.7550185873606,--
3,00:09:03.00,00:08:58.00,1,62,82,0:09:03  ,0:08:58  ,0:08:06  ,162.0,168.0,109.77013613125384,--,--,75.9728624535316,--
4,00:09:22.00,00:09:15.00,1,118,115,0:09:22  ,0:09:15  ,0:07:58  ,160.0,168.0,107.38478419619521,--,--,79.26702702702703,--
5,00:09:44.00,00:09:39.00,1,102,138,0:09:44  ,0:09:39  ,0:08:21  ,160.0,166.0,103.33946698332485,--,--,77.94818652849742,--
6,00:09:17.00,00:09:17.00,1,52,43,0:09:17  ,0:09:17  ,0:08:37  ,162.0,172.0,107.0111021889961,--,--,77.0,--
7,00:09:29.00,00:09:28.00,1,49,102,0:09:29  ,0:09:28  ,0:08:20  ,160.0,166.0,106.06370600748984,--,--,77.0,--
8,00:09:24.00,00:09:20.00,1,52,52,0:09:24  ,0:09:20  ,0:08:31  ,160.0,166.0,107.00398708911652,--,--,77.0,--
9,00:09:18.00,00:09:17.00,1,20,13,0:09:18  ,0:09:17  ,0:08:48  ,160.0,164.0,108.1545675954511,--,--,77.0,--
10,00:08:48.00,00:08:43.00,1,33,112,0:08:48  ,0:08:43  ,0:07:45  ,160.0,166.0,114.29971348155628,--,--,78.54875717017208,--
11,00:00:12.70,00:00:10.00,0.03,3,0,0:06:30  ,0:05:23  ,0:08:23  ,164.0,166.0,150.76687696592353,--,--,80.06,--
Summary,01:33:14.00,01:33:15.00,10.03,2621,728,0:09:17  ,0:09:17  ,0:07:45  ,162.0,172.0,107.53054260322381,--,--,76.55739814152966,1537
