Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,00:08:28.00,00:08:19.00,1,141,69,0:08:28  ,0:08:19  ,0:07:03  ,170.0,214.0,111.81148442475539,--,--,66.0629258517034,--
2,00:08:55.00,00:08:55.00,1,164,33,0:08:55  ,0:08:55  ,0:07:00  ,168.0,178.0,107.43257448733728,--,--,60.86716417910448,--
3,00:07:38.00,00:07:27.00,1,30,135,0:07:38  ,0:07:27  ,0:06:24  ,168.0,184.0,125.49438286184595,--,--,62.772000000000006,--
4,00:08:11.00,00:08:07.00,1,121,207,0:08:11  ,0:08:07  ,0:05:46  ,168.0,190.0,117.05993350453248,--,--,62.946721311475414,--
5,00:10:44.00,00:10:44.00,1,318,3,0:10:44  ,0:10:44  ,0:08:35  ,162.0,172.0,92.55463341501682,--,--,64.75665634674922,--
6,00:07:15.00,00:07:15.00,1,30,335,0:07:15  ,0:07:15  ,0:06:23  ,170.0,180.0,130.57525077649595,--,--,68.81931034482758,--
7,00:07:46.00,00:07:44.00,1,75,174,0:07:46  ,0:07:44  ,0:06:20  ,170.0,180.0,121.88891435145008,--,--,67.68189655172414,--
8,00:10:55.00,00:10:46.00,1,184,125,0:10:55  ,0:10:46  ,0:07:44  ,158.0,174.0,93.30408536981231,--,--,67.43157894736842,--
9,00:09:26.00,00:09:15.00,1,79,135,0:09:26  ,0:09:15  ,0:06:56  ,162.0,178.0,105.30951222486013,--,--,68.63208556149732,--
10,00:07:44.00,00:07:40.00,1,33,226,0:07:44  ,0:07:40  ,0:06:37  ,166.0,182.0,125.36403971387978,--,--,70.10712742980562,--
11,00:07:58.00,00:07:58.00,1,56,138,0:07:58  ,0:07:58  ,0:06:30  ,168.0,198.0,120.24357186344234,--,--,74.41673640167365,--
12,00:09:00.00,00:08:53.00,1,121,7,0:09:00  ,0:08:53  ,0:07:51  ,166.0,172.0,107.72021190229668,--,--,76.75684803001877,--
13,00:11:41.00,00:11:40.00,1,302,7,0:11:41  ,0:11:40  ,0:08:21  ,162.0,170.0,85.02879303747622,--,--,75.668,--
14,00:10:31.00,00:10:26.00,1,108,121,0:10:31  ,0:10:26  ,0:08:17  ,156.0,182.0,98.09459745338978,--,--,78.39169329073482,--
15,00:04:58.00,00:04:41.00,0.36,118,49,0:13:40  ,0:12:53  ,0:07:53  ,146.0,226.0,80.63896160260757,--,--,78.61554770318021,--
16,00:10:51.00,00:10:46.00,1,98,246,0:10:51  ,0:10:46  ,0:07:39  ,156.0,200.0,95.08093854545153,--,--,80.1126153846154,--
17,00:06:35.00,00:06:34.00,0.64,118,56,0:10:14  ,0:10:12  ,0:07:06  ,164.0,176.0,95.85735795673818,--,--,77.59390862944163,--
18,00:12:48.00,00:12:41.00,1,322,3,0:12:48  ,0:12:41  ,0:07:57  ,158.0,168.0,79.57574989222273,--,--,75.48743455497382,--
19,00:09:34.00,00:09:33.00,1,79,276,0:09:34  ,0:09:33  ,0:07:24  ,162.0,178.0,103.84178383148227,--,--,75.2,--
20,00:11:12.00,00:11:03.00,1,184,171,0:11:12  ,0:11:03  ,0:07:28  ,150.0,218.0,95.7940455845424,--,--,74.3447963800905,--
21,00:11:58.00,00:11:57.00,1,141,13,0:11:58  ,0:11:57  ,0:08:44  ,158.0,170.0,85.11723665351958,--,--,72.98075313807531,--
22,00:10:33.00,00:10:33.00,1,46,131,0:10:33  ,0:10:33  ,0:08:58  ,160.0,174.0,95.34004536850192,--,--,71.6,--
23,00:10:04.00,00:10:03.00,1,30,174,0:10:04  ,0:10:03  ,0:08:35  ,162.0,178.0,98.68407933654112,--,--,71.6,--
24,00:00:01.100,--,0.01,0,0,0:02:41  ,--,0:08:33  ,166.0,166.0,361.1171807091897,--,--,--,--
Summary,03:34:55.00,03:34:32.00,22.02,2930,2877,0:09:45  ,0:09:44  ,0:05:46  ,162.0,226.0,101.56860594450252,--,--,71.57487203350396,3257
