Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,00:09:06.00,00:09:01.00,1,102,7,0:09:06  ,0:09:01  ,0:08:27  ,166.0,174.0,106.53647330996377,--,--,67.57412199630315,--
2,00:09:11.00,00:09:04.00,1,102,16,0:09:11  ,0:09:04  ,0:07:56  ,168.0,172.0,104.31293530077215,--,--,67.98676470588235,--
3,00:09:09.00,00:09:01.00,1,69,92,0:09:09  ,0:09:01  ,0:07:47  ,162.0,168.0,108.57046251233304,--,--,66.42957486136784,--
4,00:09:51.00,00:09:51.00,1,128,118,0:09:51  ,0:09:51  ,0:08:11  ,160.0,170.0,102.11548006474065,--,--,63.50761421319797,--
5,00:09:43.00,00:09:43.00,1,121,118,0:09:43  ,0:09:43  ,0:08:08  ,160.0,168.0,103.5167216436736,--,--,70.82504288164665,--
6,00:09:45.00,00:09:43.00,1,89,72,0:09:45  ,0:09:43  ,0:08:10  ,162.0,168.0,101.88920328080484,--,--,73.35677530017153,--
7,00:08:35.00,00:08:33.00,1,16,102,0:08:35  ,0:08:33  ,0:07:52  ,164.0,170.0,114.32677948048632,--,--,68.89126213592232,--
8,00:08:01.00,00:08:00.00,1,13,108,0:08:01  ,0:08:00  ,0:07:30  ,168.0,176.0,119.49361195577018,--,--,62.705,--
9,00:00:01.60,--,0.01,0,0,0:03:04  ,--,0:07:52  ,172.0,172.0,303.75164679090096,--,--,--,--
Summary,01:13:27.00,01:13:24.00,8.01,646,643,0:09:10  ,0:09:10  ,0:07:33  ,164.0,176.0,107.27543526679841,--,--,67.74548343168408,1211
