Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,00:08:08.00,00:08:03.00,1,125,0,0:08:08  ,0:08:03  ,0:07:03  ,170.0,176.0,116.39392231101584,--,--,67.83298969072166,--
2,00:10:24.00,00:10:14.00,1,322,36,0:10:24  ,0:10:14  ,0:07:49  ,166.0,176.0,93.21941414621828,--,--,65.7983713355049,--
3,00:09:19.00,00:09:19.00,1,118,95,0:09:19  ,0:09:19  ,0:07:44  ,162.0,168.0,106.62823599153997,--,--,67.20928571428573,--
4,00:08:30.00,00:08:27.00,1,33,102,0:08:30  ,0:08:27  ,0:07:35  ,164.0,170.0,115.44763025970677,--,--,69.14674556213018,--
5,00:09:27.00,00:09:23.00,1,128,79,0:09:27  ,0:09:23  ,0:07:34  ,166.0,170.0,102.5906780021873,--,--,67.6227353463588,--
6,00:08:04.00,00:07:59.00,1,0,315,0:08:04  ,0:07:59  ,0:07:18  ,164.0,170.0,121.6493624637406,--,--,64.8321503131524,--
7,00:08:41.00,00:08:40.00,1,0,98,0:08:41  ,0:08:40  ,0:08:13  ,164.0,170.0,113.01015630028878,--,--,72.63846153846154,--
8,00:09:07.00,00:09:05.00,1,16,52,0:09:07  ,0:09:05  ,0:08:39  ,164.0,170.0,107.63855837742314,--,--,74.52293577981652,--
9,00:09:42.00,00:09:41.00,1,0,16,0:09:42  ,0:09:41  ,0:07:09  ,154.0,176.0,107.73463420941978,--,--,75.2,--
10,00:08:38.00,00:08:31.00,1,10,30,0:08:38  ,0:08:31  ,0:08:09  ,166.0,172.0,112.29520159698882,--,--,71.12446183953034,--
11,00:08:47.00,00:08:40.00,1,3,26,0:08:47  ,0:08:40  ,0:08:29  ,164.0,172.0,111.72351315455495,--,--,72.10538461538462,--
12,00:09:30.00,00:09:28.00,1,0,20,0:09:30  ,0:09:28  ,0:08:17  ,158.0,168.0,107.21785248636326,--,--,73.4,--
13,00:09:01.00,00:09:01.00,1,0,16,0:09:01  ,0:09:01  ,0:08:34  ,164.0,168.0,108.83233166811546,--,--,72.18890942698707,--
14,00:10:04.00,00:10:01.00,1,16,20,0:10:04  ,0:10:01  ,0:08:23  ,160.0,166.0,99.91763032824788,--,--,71.57004991680532,--
15,00:12:19.00,00:12:10.00,1,13,7,0:12:19  ,0:12:10  ,0:09:24  ,154.0,168.0,84.84649135302071,--,--,71.30904109589042,--
16,00:05:55.870,00:05:53.00,0.51,10,16,0:11:40  ,0:11:35  ,0:10:58  ,160.0,164.0,86.13082091059988,--,--,75.72521246458923,--
Summary,02:25:44.00,02:25:41.00,15.51,814,951,0:09:23  ,0:09:23  ,0:07:06  ,162.0,176.0,105.49554063076738,--,--,70.70895573601739,2343
