Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,00:09:06.00,00:09:03.00,1,138,69,0:09:06  ,0:09:03  ,0:06:58  ,162.0,170.0,109.16700351514805,--,--,79.53259668508286,--
2,00:10:04.00,00:10:01.00,1,148,26,0:10:04  ,0:10:01  ,0:08:58  ,160.0,166.0,99.91763032824788,--,--,72.55840266222961,--
3,00:08:41.00,00:08:41.00,1,30,118,0:08:41  ,0:08:41  ,0:07:54  ,162.0,170.0,114.40534341510715,--,--,72.92667946257197,--
4,00:09:07.00,00:09:05.00,1,108,203,0:09:07  ,0:09:05  ,0:07:15  ,162.0,180.0,108.96742946850244,--,--,74.63192660550459,--
5,00:11:56.00,00:11:55.00,1,318,0,0:11:56  ,0:11:55  ,0:10:03  ,158.0,166.0,85.35499429780316,--,--,79.84223776223776,--
6,00:08:41.00,00:08:35.00,1,30,308,0:08:41  ,0:08:35  ,0:07:10  ,154.0,170.0,120.34847813796988,--,--,79.9907156673114,--
7,00:08:56.00,00:08:56.00,1,66,180,0:08:56  ,0:08:56  ,0:07:36  ,164.0,176.0,109.84755864263145,--,--,81.14738805970148,--
8,00:12:48.00,00:12:46.00,1,240,135,0:12:48  ,0:12:46  ,0:09:15  ,146.0,170.0,86.11622248610405,--,--,80.4331592689295,--
9,00:10:40.00,00:10:39.00,1,75,131,0:10:40  ,0:10:39  ,0:08:37  ,158.0,180.0,95.49089987066728,--,--,81.03380281690141,--
10,00:09:21.00,00:09:14.00,1,39,259,0:09:21  ,0:09:14  ,0:07:41  ,160.0,176.0,107.57620092381768,--,--,82.55270758122744,--
11,00:09:18.00,00:09:13.00,1,30,128,0:09:18  ,0:09:13  ,0:08:12  ,162.0,176.0,106.81932602019863,--,--,85.76889692585895,--
12,00:09:49.00,00:09:43.00,1,13,33,0:09:49  ,0:09:43  ,0:08:22  ,156.0,170.0,105.08945839234116,--,--,82.7982847341338,--
13,00:09:40.00,00:09:34.00,1,30,3,0:09:40  ,0:09:34  ,0:08:54  ,162.0,166.0,102.76755848150142,--,--,87.8658536585366,--
14,00:09:59.00,00:09:59.00,1,79,30,0:09:59  ,0:09:59  ,0:08:40  ,162.0,166.0,99.50781956472593,--,--,91.4390651085142,--
15,00:10:23.00,00:10:20.00,1,108,3,0:10:23  ,0:10:20  ,0:09:29  ,160.0,164.0,96.87038317537997,--,--,91.82096774193548,--
16,00:10:18.00,00:10:08.00,1,79,0,0:10:18  ,0:10:08  ,0:09:26  ,160.0,164.0,97.65412413958207,--,--,94.27003257328991,--
17,00:10:34.00,00:10:26.00,1,92,0,0:10:34  ,0:10:26  ,0:09:46  ,158.0,162.0,96.39459923852847,--,--,94.41629392971247,--
18,00:09:55.00,00:09:45.00,1,36,98,0:09:55  ,0:09:45  ,0:08:25  ,158.0,162.0,102.71290070122194,--,--,94.36000000000001,--
19,00:11:08.00,00:11:03.00,1,75,3,0:11:08  ,0:11:03  ,0:10:19  ,158.0,164.0,91.48828730123812,--,--,96.35203619909502,--
20,00:15:22.00,00:15:16.00,1,180,0,0:15:22  ,0:15:16  ,0:11:12  ,120.0,160.0,87.27440161715361,--,--,98.57248908296944,--
21,00:11:22.00,00:11:17.00,1,125,138,0:11:22  ,0:11:17  ,0:08:07  ,154.0,166.0,91.93776702328783,--,--,95.2658788774003,--
22,00:05:51.240,00:05:48.00,0.62,10,128,0:09:22  ,0:09:17  ,0:08:18  ,158.0,162.0,108.6782639323639,--,--,92.67241379310344,--
Summary,03:43:11.00,03:43:02.00,21.63,2080,2024,0:10:19  ,0:10:18  ,0:06:58  ,156.0,180.0,99.82319512301022,--,--,86.3226288274832,3219
