Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,00:11:03.00,00:11:02.00,1,397,16,0:11:03  ,0:11:02  ,0:08:10  ,158.0,170.0,92.17824421904534,--,--,65.90906344410877,--
2,00:14:01.00,00:14:00.00,1,604,3,0:14:01  ,0:14:00  ,0:08:44  ,158.0,170.0,72.66846125710708,--,--,65.29357142857143,--
3,00:12:53.00,00:12:46.00,1,469,46,0:12:53  ,0:12:46  ,0:08:33  ,158.0,170.0,79.06102964712427,--,--,57.768668407310706,--
4,00:09:25.00,00:09:18.00,1,7,584,0:09:25  ,0:09:18  ,0:07:02  ,158.0,192.0,108.16668303933994,--,--,61.391474245115454,--
5,00:10:09.00,00:10:09.00,1,69,407,0:10:09  ,0:10:09  ,0:07:44  ,156.0,178.0,101.63824465203439,--,--,64.08078817733991,--
6,00:11:47.00,00:11:36.00,1,259,341,0:11:47  ,0:11:36  ,0:07:36  ,152.0,172.0,89.85371654620965,--,--,60.60457142857143,--
7,00:11:06.00,00:11:02.00,1,308,118,0:11:06  ,0:11:02  ,0:07:15  ,162.0,170.0,89.49727315205831,--,--,59.674320241691845,--
8,00:12:20.00,00:12:13.00,1,423,0,0:12:20  ,0:12:13  ,0:10:08  ,160.0,166.0,81.55439015981314,--,--,63.71732605729878,--
9,00:14:41.00,00:14:36.00,1,466,128,0:14:41  ,0:14:36  ,0:08:10  ,154.0,172.0,71.17089342778922,--,--,57.43013698630137,--
10,00:14:44.00,00:14:39.00,1,348,272,0:14:44  ,0:14:39  ,0:08:03  ,154.0,196.0,70.9293632464732,--,--,54.932203389830505,--
11,00:09:16.00,00:09:11.00,1,105,374,0:09:16  ,0:09:11  ,0:06:40  ,160.0,176.0,108.54361280262899,--,--,54.328493647912886,--
12,00:07:38.00,00:07:38.00,1,7,515,0:07:38  ,0:07:38  ,0:07:09  ,164.0,192.0,128.55522146823247,--,--,58.43921568627451,--
13,00:08:31.00,00:08:30.00,1,0,594,0:08:31  ,0:08:30  ,0:07:12  ,162.0,176.0,116.64419553673353,--,--,59.58588235294118,--
14,00:04:07.70,00:04:03.00,0.5,13,112,0:08:09  ,0:08:01  ,0:07:26  ,166.0,174.0,118.75907866153639,--,--,64.88888888888889,--
Summary,02:31:47.00,02:31:28.00,13.51,3494,3537,0:11:14  ,0:11:13  ,0:07:02  ,158.0,196.0,90.47453200112902,--,--,60.357464572119085,1880
