Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,00:10:28.00,00:10:23.00,1,390,13,0:10:28  ,0:10:23  ,0:07:41  ,164.0,178.0,93.75524113447526,--,--,74.01722488038277,--
2,00:13:44.00,00:13:38.00,1,423,39,0:13:44  ,0:13:38  ,0:08:35  ,158.0,172.0,74.16768921993574,--,--,67.75255474452555,--
3,00:14:42.00,00:14:40.00,1,463,20,0:14:42  ,0:14:40  ,0:09:51  ,156.0,168.0,70.17878797402375,--,--,69.0759090909091,--
4,00:14:03.00,00:13:58.00,1,456,52,0:14:03  ,0:13:58  ,0:08:50  ,158.0,166.0,72.49605684131323,--,--,68.56706443914081,--
5,00:09:35.00,00:09:17.00,1,92,354,0:09:35  ,0:09:17  ,0:07:12  ,152.0,174.0,110.48100451855692,--,--,75.3357894736842,--
6,00:07:43.00,00:07:34.00,1,20,384,0:07:43  ,0:07:34  ,0:06:42  ,160.0,170.0,130.3461095426819,--,--,75.2,--
7,00:11:02.00,00:11:02.00,1,89,325,0:11:02  ,0:11:02  ,0:07:55  ,160.0,182.0,91.16351770130169,--,--,77.89456193353475,--
8,00:11:49.00,00:11:37.00,1,121,394,0:11:49  ,0:11:37  ,0:08:21  ,156.0,186.0,87.30280817078835,--,--,80.89956958393114,--
9,00:09:11.00,00:09:11.00,1,36,367,0:09:11  ,0:09:11  ,0:06:40  ,162.0,172.0,108.17637734894888,--,--,80.13611615245009,--
10,00:07:48.00,00:07:47.00,1,43,167,0:07:48  ,0:07:47  ,0:06:45  ,168.0,178.0,122.81287895454153,--,--,81.17815845824411,--
11,00:00:02.70,--,0.01,0,0,0:04:14  ,--,0:07:44  ,166.0,166.0,228.39183421571823,--,--,--,--
Summary,01:50:10.00,01:49:46.00,10.01,2149,2133,0:11:00  ,0:10:58  ,0:06:43  ,158.0,186.0,91.823377479803,--,--,74.22266263237519,1412
