Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,00:08:15.00,00:08:09.00,1,131,62,0:08:15  ,0:08:09  ,0:06:31  ,168.0,190.0,116.1139946479302,--,--,81.20736196319018,--
2,00:09:19.00,00:09:14.00,1,157,33,0:09:19  ,0:09:14  ,0:07:56  ,166.0,172.0,104.05888090740648,--,--,72.71119133574007,--
3,00:08:30.00,00:08:30.00,1,33,115,0:08:30  ,0:08:30  ,0:07:32  ,168.0,176.0,112.6988771582852,--,--,74.7870588235294,--
4,00:09:06.00,00:09:02.00,1,105,207,0:09:06  ,0:09:02  ,0:05:42  ,160.0,184.0,110.53159105908739,--,--,74.9841328413284,--
5,00:11:35.00,00:11:25.00,1,335,7,0:11:35  ,0:11:25  ,0:09:43  ,160.0,240.0,86.83489024210319,--,--,73.4,--
6,00:07:43.00,00:07:43.00,1,33,312,0:07:43  ,0:07:43  ,0:06:37  ,166.0,176.0,125.63480437848857,--,--,75.12241379310345,--
7,00:08:30.00,00:08:25.00,1,69,194,0:08:30  ,0:08:25  ,0:06:28  ,164.0,178.0,115.44763025970677,--,--,77.0570297029703,--
8,00:12:18.00,00:12:14.00,1,249,138,0:12:18  ,0:12:14  ,0:08:23  ,148.0,232.0,88.40584299166736,--,--,76.68579161028417,--
9,00:10:43.00,00:10:35.00,1,115,121,0:10:43  ,0:10:35  ,0:07:40  ,158.0,210.0,95.04537467686946,--,--,76.57480314960631,--
10,00:11:37.00,00:11:35.00,1,112,125,0:11:37  ,0:11:35  ,0:08:48  ,158.0,208.0,87.68174450104313,--,--,83.40748201438848,--
11,00:11:17.00,00:11:16.00,1,108,200,0:11:17  ,0:11:16  ,0:08:03  ,156.0,238.0,91.42938108284925,--,--,82.54378698224852,--
12,00:12:18.00,00:12:12.00,1,226,46,0:12:18  ,0:12:12  ,0:07:51  ,160.0,172.0,81.7754047672923,--,--,79.74918032786886,--
13,00:13:55.00,00:13:52.00,1,279,66,0:13:55  ,0:13:52  ,0:07:51  ,128.0,196.0,90.34468370997264,--,--,78.08173076923077,--
14,00:09:03.00,00:08:51.00,1,13,322,0:09:03  ,0:08:51  ,0:07:34  ,162.0,176.0,109.77013613125384,--,--,83.38305084745762,--
15,00:14:13.00,00:14:02.00,1,236,95,0:14:13  ,0:14:02  ,0:08:40  ,134.0,172.0,84.47831004638479,--,--,82.40851063829788,--
16,00:11:44.00,00:11:37.00,1,95,49,0:11:44  ,0:11:37  ,0:09:21  ,158.0,166.0,86.80990897333389,--,--,77.43127690100431,--
17,00:11:33.00,00:11:28.00,1,49,151,0:11:33  ,0:11:28  ,0:09:08  ,156.0,176.0,89.31845742148477,--,--,77.27052023121388,--
18,00:11:04.00,00:11:02.00,1,66,121,0:11:04  ,0:11:02  ,0:08:56  ,156.0,172.0,93.21941414621828,--,--,77.33716012084592,--
19,00:00:01.60,--,0,0,0,0:04:52  ,--,0:10:38  ,156.0,156.0,211.53847018935386,--,--,--,--
Summary,03:12:52.00,03:12:39.00,18.01,2448,2395,0:10:42  ,0:10:42  ,0:05:43  ,156.0,240.0,96.23143239142932,--,--,78.17071527297858,2608
