Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,00:07:58.00,00:07:57.00,1,39,0,0:07:58  ,0:07:57  ,0:07:17  ,168.0,174.0,120.24357186344234,--,--,73.4,--
2,00:08:00.00,00:08:00.00,1,20,49,0:08:00  ,0:08:00  ,0:07:30  ,168.0,172.0,119.74255698067802,--,--,70.91375,--
3,00:08:04.00,00:08:00.00,1,36,62,0:08:04  ,0:08:00  ,0:07:29  ,168.0,172.0,118.75294907174678,--,--,67.64375,--
4,00:08:27.00,00:08:22.00,1,52,30,0:08:27  ,0:08:22  ,0:07:27  ,166.0,176.0,114.73158664149943,--,--,65.2605577689243,--
5,00:08:04.00,00:08:04.00,1,46,56,0:08:04  ,0:08:04  ,0:07:22  ,168.0,174.0,118.75294907174678,--,--,64.25154639175258,--
6,00:07:29.00,00:07:23.00,1,52,59,0:07:29  ,0:07:23  ,0:06:07  ,170.0,180.0,126.50386211085909,--,--,62.193679458239274,--
7,00:07:34.00,00:07:33.00,1,30,52,0:07:34  ,0:07:33  ,0:06:26  ,170.0,176.0,125.11064777043114,--,--,60.8,--
8,00:07:27.00,00:07:22.00,1,43,36,0:07:27  ,0:07:22  ,0:06:44  ,170.0,176.0,127.06987491672423,--,--,61.05656108597285,--
9,00:07:39.00,00:07:38.00,1,62,20,0:07:39  ,0:07:38  ,0:07:11  ,170.0,176.0,123.74778668360726,--,--,61.314847161572054,--
10,00:07:17.00,00:07:16.00,1,7,49,0:07:17  ,0:07:16  ,0:05:29  ,166.0,180.0,133.10964399826136,--,--,60.8,--
11,00:01:42.70,00:01:42.00,0.25,0,7,0:06:41  ,0:06:41  ,0:06:14  ,170.0,178.0,141.46001555795175,--,--,60.8,--
Summary,01:19:45.00,01:19:44.00,10.26,410,436,0:07:46  ,0:07:46  ,0:05:33  ,168.0,180.0,122.9606130826028,--,--,64.7931856187291,1576
