Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,00:07:15.00,00:07:08.00,1,62,236,0:07:15  ,0:07:08  ,0:06:19  ,170.0,178.0,130.57525077649595,--,--,75.4553488372093,--
2,00:07:15.00,00:07:13.00,1,0,177,0:07:15  ,0:07:13  ,0:06:15  ,172.0,176.0,129.05693390700182,--,--,71.14272517321017,--
3,00:07:38.00,00:07:38.00,1,3,92,0:07:38  ,0:07:38  ,0:07:17  ,170.0,174.0,124.01797835758894,--,--,72.75938864628822,--
4,00:07:54.00,00:07:50.00,1,7,75,0:07:54  ,0:07:50  ,0:07:15  ,168.0,172.0,121.25828555005369,--,--,75.70170212765959,--
5,00:08:44.00,00:08:44.00,1,95,85,0:08:44  ,0:08:44  ,0:07:26  ,168.0,172.0,109.68783845558292,--,--,76.44351145038169,--
6,00:11:37.00,00:11:33.00,1,249,49,0:11:37  ,0:11:33  ,0:08:25  ,162.0,172.0,85.51676315533835,--,--,62.35844155844156,--
7,00:10:21.00,00:10:16.00,1,190,135,0:10:21  ,0:10:16  ,0:06:48  ,164.0,170.0,94.81206349830991,--,--,54.330519480519484,--
8,00:07:27.00,00:07:22.00,1,13,236,0:07:27  ,0:07:22  ,0:06:33  ,168.0,172.0,128.58261152287574,--,--,59.04886877828054,--
9,00:09:07.00,00:09:07.00,1,82,118,0:09:07  ,0:09:07  ,0:06:54  ,166.0,172.0,106.34170827649034,--,--,57.8581352833638,--
10,00:10:03.00,00:09:59.00,1,92,7,0:10:03  ,0:09:59  ,0:09:18  ,164.0,168.0,97.64227434900573,--,--,57.48547579298831,--
11,00:10:52.00,00:10:42.00,1,95,20,0:10:52  ,0:10:42  ,0:09:52  ,164.0,168.0,90.30412796388106,--,--,57.2,--
12,00:11:17.00,00:11:15.00,1,154,7,0:11:17  ,0:11:15  ,0:10:18  ,162.0,170.0,88.04310770941038,--,--,54.91733333333333,--
13,00:11:38.00,00:11:32.00,1,259,30,0:11:38  ,0:11:32  ,0:08:26  ,164.0,170.0,84.35285305508661,--,--,49.14942196531792,--
14,00:01:36.120,00:01:35.00,0.13,33,3,0:12:39  ,0:12:30  ,0:12:08  ,164.0,168.0,77.54026803367125,--,--,46.79789473684211,--
Summary,02:02:48.00,02:02:47.00,13.13,1352,1293,0:09:21  ,0:09:21  ,0:06:16  ,166.0,178.0,103.54463737212735,--,--,61.94927398561542,1980
