Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,00:08:39.00,00:08:34.00,1,13,39,0:08:39  ,0:08:34  ,0:07:48  ,166.0,176.0,112.07883319314105,--,--,68.47953667953668,--
2,00:08:00.00,00:07:56.00,1,3,39,0:08:00  ,0:07:56  ,0:07:43  ,170.0,176.0,118.33382101619945,--,--,63.09159663865546,--
3,00:08:01.00,00:07:57.00,1,3,26,0:08:01  ,0:07:57  ,0:07:31  ,170.0,172.0,118.08780475629052,--,--,60.8,--
4,00:08:13.00,00:08:11.00,1,13,43,0:08:13  ,0:08:11  ,0:07:42  ,168.0,172.0,116.58504533615708,--,--,59.26395112016293,--
5,00:07:54.00,00:07:53.00,1,3,30,0:07:54  ,0:07:53  ,0:07:30  ,170.0,174.0,119.83171748475894,--,--,56.28668076109936,--
6,00:08:01.00,00:07:56.00,1,10,30,0:08:01  ,0:07:56  ,0:07:18  ,170.0,174.0,118.08780475629052,--,--,57.18865546218487,--
7,00:08:08.00,00:08:06.00,1,13,7,0:08:08  ,0:08:06  ,0:07:47  ,170.0,174.0,116.39392231101584,--,--,57.2,--
8,00:08:00.00,00:08:00.00,1,20,3,0:08:00  ,0:08:00  ,0:07:43  ,170.0,172.0,118.33382101619945,--,--,52.613749999999996,--
9,00:08:01.00,00:07:57.00,1,30,10,0:08:01  ,0:07:57  ,0:07:21  ,168.0,172.0,119.49361195577018,--,--,50.25283018867925,--
10,00:07:56.00,00:07:56.00,1,30,0,0:07:56  ,0:07:56  ,0:07:36  ,168.0,172.0,120.74879695530556,--,--,48.7218487394958,--
11,00:08:28.00,00:08:18.00,1,36,10,0:08:28  ,0:08:18  ,0:07:30  ,164.0,172.0,115.9021484890757,--,--,61.22650602409639,--
12,00:08:04.00,00:08:03.00,1,23,0,0:08:04  ,0:08:03  ,0:07:43  ,168.0,172.0,118.75294907174678,--,--,59.57391304347826,--
13,00:08:25.00,00:08:22.00,1,30,0,0:08:25  ,0:08:22  ,0:07:52  ,166.0,172.0,115.18596916285189,--,--,54.46772908366534,--
14,00:08:19.00,00:08:18.00,1,36,0,0:08:19  ,0:08:18  ,0:07:54  ,166.0,172.0,116.57097079607257,--,--,54.78915662650603,--
15,00:08:08.00,00:08:05.00,1,23,3,0:08:08  ,0:08:05  ,0:07:02  ,164.0,168.0,120.65223654190669,--,--,55.08453608247423,--
16,00:08:18.00,00:08:14.00,1,10,26,0:08:18  ,0:08:14  ,0:07:51  ,168.0,172.0,115.41451275246072,--,--,57.74655870445344,--
17,00:08:57.00,00:08:54.00,1,59,20,0:08:57  ,0:08:54  ,0:08:03  ,166.0,172.0,108.32200079560562,--,--,54.07865168539326,--
18,00:09:18.00,00:09:18.00,1,46,13,0:09:18  ,0:09:18  ,0:08:48  ,164.0,170.0,105.51665131263523,--,--,49.174193548387095,--
19,00:09:02.00,00:08:56.00,1,39,39,0:09:02  ,0:08:56  ,0:08:14  ,164.0,172.0,108.63153400821118,--,--,46.76066790352505,--
20,00:09:20.00,00:09:13.00,1,43,23,0:09:20  ,0:09:13  ,0:08:26  ,162.0,172.0,106.43782842726934,--,--,47.379746835443036,--
21,00:09:09.00,00:09:05.00,1,23,26,0:09:09  ,0:09:05  ,0:08:21  ,162.0,172.0,108.57046251233304,--,--,53.817981651376144,--
22,00:08:51.00,00:08:48.00,1,0,36,0:08:51  ,0:08:48  ,0:08:26  ,168.0,172.0,108.24185941756205,--,--,52.662499999999994,--
23,00:09:02.00,00:09:00.00,1,10,62,0:09:02  ,0:09:00  ,0:07:30  ,164.0,172.0,108.63153400821118,--,--,48.82,--
24,00:09:48.00,00:09:44.00,1,36,13,0:09:48  ,0:09:44  ,0:08:30  ,162.0,168.0,101.36936040692319,--,--,47.77157534246575,--
25,00:01:22.920,00:01:18.00,0.15,0,0,0:09:27  ,0:08:54  ,0:09:12  ,164.0,168.0,103.68942134780363,--,--,46.4,--
Summary,03:25:38.00,03:25:30.00,24.15,587,531,0:08:31  ,0:08:30  ,0:07:03  ,166.0,176.0,113.60240570294526,--,--,54.65268703898841,3705
