Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,00:07:43.00,00:07:42.00,1,98,354,0:07:43  ,0:07:42  ,0:06:16  ,164.0,178.0,127.16693613920185,--,--,68.9097192224622,--
2,00:09:26.00,00:09:23.00,1,197,92,0:09:26  ,0:09:23  ,0:06:44  ,162.0,168.0,105.30951222486013,--,--,66.41101243339254,--
3,00:08:24.00,00:08:19.00,1,82,118,0:08:24  ,0:08:19  ,0:06:39  ,164.0,174.0,116.82200681041759,--,--,69.89739478957915,--
4,00:09:14.00,00:09:14.00,1,135,105,0:09:14  ,0:09:14  ,0:06:55  ,162.0,166.0,107.5905846918246,--,--,72.90938628158844,--
5,00:11:11.00,00:10:46.00,1,236,154,0:11:11  ,0:10:46  ,0:07:10  ,152.0,172.0,94.67448226254879,--,--,69.55602409638554,--
6,00:07:34.00,00:07:31.00,1,30,377,0:07:34  ,0:07:31  ,0:06:34  ,164.0,174.0,129.68786659130055,--,--,71.79556541019956,--
7,00:11:41.00,00:11:34.00,1,289,10,0:11:41  ,0:11:34  ,0:07:28  ,160.0,164.0,86.09165295044468,--,--,72.87348703170028,--
8,00:09:34.00,00:09:33.00,1,125,144,0:09:34  ,0:09:33  ,0:06:37  ,160.0,170.0,105.13980612937581,--,--,70.83350785340315,--
9,00:12:26.00,00:11:52.00,1,282,112,0:12:26  ,0:11:52  ,0:07:03  ,150.0,174.0,86.29168717535187,--,--,69.65706594885599,--
10,00:08:36.00,00:08:30.00,1,75,312,0:08:36  ,0:08:30  ,0:05:43  ,160.0,174.0,116.95784635322039,--,--,69.4964705882353,--
11,00:11:20.00,00:11:17.00,1,223,164,0:11:20  ,0:11:17  ,0:07:05  ,158.0,176.0,89.87378811356919,--,--,72.18759231905466,--
12,00:12:26.00,00:12:16.00,1,285,135,0:12:26  ,0:12:16  ,0:06:52  ,158.0,170.0,81.92248782470115,--,--,72.70991957104559,--
13,00:09:34.00,00:09:31.00,1,69,187,0:09:34  ,0:09:31  ,0:07:04  ,160.0,170.0,105.13980612937581,--,--,76.43572679509631,--
14,00:10:44.00,00:10:38.00,1,144,220,0:10:44  ,0:10:38  ,0:06:55  ,154.0,168.0,97.36266631969302,--,--,82.55799373040753,--
15,00:14:21.00,00:14:21.00,1,315,79,0:14:21  ,0:14:21  ,0:06:47  ,150.0,166.0,74.76608435866726,--,--,81.62857142857143,--
16,00:11:37.00,00:10:29.00,1,7,361,0:11:37  ,0:10:29  ,0:07:37  ,122.0,172.0,113.55504615708863,--,--,76.34450867052024,--
17,00:12:26.00,00:12:26.00,1,138,302,0:12:26  ,0:12:26  ,0:07:51  ,142.0,180.0,91.1531906781886,--,--,75.03614457831326,--
18,00:15:35.00,00:15:30.00,1,318,3,0:15:35  ,0:15:30  ,0:10:23  ,118.0,160.0,87.51962109056353,--,--,78.47290322580645,--
19,00:12:20.00,00:12:16.00,1,141,269,0:12:20  ,0:12:16  ,0:08:03  ,140.0,198.0,93.20501732550072,--,--,81.02309782608695,--
20,00:18:56.00,00:18:47.00,1,394,177,0:18:56  ,0:18:47  ,0:09:21  ,120.0,186.0,70.83362525617572,--,--,79.45483584738244,--
21,00:17:59.00,00:15:53.00,1,207,325,0:17:59  ,0:15:53  ,0:08:54  ,108.0,178.0,82.86170146330514,--,--,82.20797773654917,--
22,00:16:18.00,00:16:18.00,1,282,151,0:16:18  ,0:16:18  ,0:08:54  ,124.0,162.0,79.62299454879836,--,--,84.62331288343557,--
23,00:15:42.00,00:15:04.00,1,190,335,0:15:42  ,0:15:04  ,0:08:56  ,130.0,186.0,78.8505617746356,--,--,86.71496232508073,--
24,00:19:28.00,00:18:56.00,1,348,180,0:19:28  ,0:18:56  ,0:10:28  ,118.0,176.0,70.06065558191517,--,--,86.75449101796407,--
25,00:16:02.00,00:15:56.00,1,194,131,0:16:02  ,0:15:56  ,0:11:03  ,116.0,240.0,86.52985693348873,--,--,80.08221757322175,--
26,00:15:17.00,00:15:17.00,1,180,141,0:15:17  ,0:15:17  ,0:09:30  ,126.0,164.0,83.57168644234888,--,--,82.95882352941177,--
27,00:05:55.950,00:05:53.00,0.4,69,72,0:14:54  ,0:14:46  ,0:08:28  ,128.0,170.0,84.40264972217389,--,--,83.39943342776203,--
Summary,05:32:02.00,05:26:59.00,26.4,5092,5052,0:12:34  ,0:12:23  ,0:05:43  ,140.0,240.0,90.71719649995327,--,--,77.5883764115433,3652
