Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,00:07:43.00,00:07:38.00,1,0,20,0:07:43  ,0:07:38  ,0:07:16  ,164.0,168.0,127.16693613920185,--,--,83.77440347071584,--
2,00:08:11.00,00:08:02.00,1,13,33,0:08:11  ,0:08:02  ,0:06:39  ,162.0,170.0,121.39548659729293,--,--,82.21701244813278,--
3,00:07:51.00,00:07:49.00,1,7,20,0:07:51  ,0:07:49  ,0:07:10  ,164.0,168.0,125.00698817930032,--,--,80.6,--
4,00:04:24.00,00:04:18.00,0.42,0,7,0:10:30  ,0:10:16  ,0:07:40  ,122.0,166.0,125.56446149345662,--,--,79.89505703422054,--
5,00:07:03.00,00:07:03.00,0.6,13,20,0:11:44  ,0:11:44  ,0:08:25  ,118.0,166.0,116.23031408945262,--,--,80.6,--
6,00:08:59.00,00:08:55.00,1,0,20,0:08:59  ,0:08:55  ,0:08:19  ,162.0,168.0,110.58475680755258,--,--,80.6,--
7,00:09:10.00,00:09:02.00,1,0,13,0:09:10  ,0:09:02  ,0:08:19  ,160.0,166.0,109.72772494229403,--,--,81.11143911439115,--
8,00:09:20.00,00:09:15.00,1,26,13,0:09:20  ,0:09:15  ,0:07:49  ,160.0,166.0,107.76830128261021,--,--,82.56864864864866,--
9,00:09:26.00,00:09:22.00,1,36,3,0:09:26  ,0:09:22  ,0:08:44  ,160.0,164.0,106.62588112767088,--,--,82.4,--
10,00:09:43.00,00:09:43.00,1,26,0,0:09:43  ,0:09:43  ,0:07:54  ,158.0,164.0,104.82705989232772,--,--,81.1208904109589,--
11,00:10:05.00,00:09:54.00,1,16,13,0:10:05  ,0:09:54  ,0:09:02  ,156.0,162.0,102.31023304642801,--,--,80.6,--
12,00:02:26.00,00:02:25.00,0.24,0,3,0:10:00  ,0:09:56  ,0:09:44  ,158.0,162.0,101.75394263613961,--,--,80.6,--
13,00:11:21.00,00:11:15.00,1,7,23,0:11:21  ,0:11:15  ,0:09:37  ,142.0,162.0,99.8535686430671,--,--,79.39733333333334,--
14,00:01:04.200,00:00:57.00,0.11,0,3,0:10:06  ,0:08:58  ,0:09:52  ,158.0,164.0,100.73938581232022,--,--,78.80000000000001,--
Summary,01:46:51.00,01:46:42.00,11.37,154,203,0:09:24  ,0:09:23  ,0:06:40  ,154.0,170.0,111.24657814846182,--,--,81.1986895475819,1725
