Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,00:08:07.00,00:07:59.00,1,13,26,0:08:07  ,0:07:59  ,0:04:59  ,168.0,176.0,118.02141139779354,--,--,80.08360655737704,--
2,00:07:47.00,00:07:41.00,1,0,36,0:07:47  ,0:07:41  ,0:05:47  ,168.0,174.0,123.07586156472259,--,--,76.62125813449023,--
3,00:07:50.00,00:07:49.00,1,3,30,0:07:50  ,0:07:49  ,0:07:01  ,168.0,172.0,122.29027095899032,--,--,73.12366737739872,--
4,00:07:46.00,00:07:43.00,1,26,16,0:07:46  ,0:07:43  ,0:07:12  ,168.0,174.0,123.339972855634,--,--,72.17537796976242,--
5,00:07:32.00,00:07:30.00,1,16,20,0:07:32  ,0:07:30  ,0:06:59  ,170.0,178.0,125.66423470746844,--,--,72.116,--
6,00:08:00.00,00:07:55.00,1,23,10,0:08:00  ,0:07:55  ,0:07:15  ,168.0,176.0,119.74255698067802,--,--,68.87567567567568,--
7,00:07:34.00,00:07:25.00,1,20,16,0:07:34  ,0:07:25  ,0:06:52  ,166.0,174.0,128.1253621745379,--,--,68.74022471910112,--
8,00:07:37.00,00:07:36.00,1,13,36,0:07:37  ,0:07:36  ,0:07:14  ,168.0,174.0,125.76898763834892,--,--,66.82368421052632,--
9,00:03:46.650,00:03:40.00,0.5,0,16,0:07:31  ,0:07:18  ,0:06:43  ,166.0,174.0,128.79526470647977,--,--,66.2,--
Summary,01:06:03.00,01:05:44.00,8.5,125,220,0:07:46  ,0:07:44  ,0:05:29  ,168.0,178.0,123.50060215745742,--,--,72.01538461538462,1305
